DATE,All community sentences,All court orders,All pre- and post-release supervision,All pre-Criminal Justice Act 2003 orders,All supervision,All supervision in the community,Community order,Deferred sentence,Other sentences,Post-release supervision,Pre-release supervision,Supervision Default Order,Suspended sentence order with requirements,Youth Rehabilitation Order
2026-01-01,64786,114923,148984,59,258332,179300,64112,1,52268,68084,80989,34,52267,628
