date,pop,uoc,headroom,scenario
2028-03-10,94561.0,92948.0,-1613.0,central +143/wk
2028-03-17,94704.0,93069.0,-1635.0,central +143/wk
2028-03-24,94847.0,93192.0,-1655.0,central +143/wk
2028-03-31,94990.0,93317.0,-1673.0,central +143/wk
2028-04-07,95133.0,93443.0,-1690.0,central +143/wk
2028-04-14,95276.0,93571.0,-1705.0,central +143/wk
2028-04-21,95419.0,93700.0,-1719.0,central +143/wk
2028-04-28,95562.0,93830.0,-1732.0,central +143/wk
2028-05-05,95705.0,93962.0,-1743.0,central +143/wk
2028-05-12,95848.0,94095.0,-1753.0,central +143/wk
2028-05-19,95991.0,94230.0,-1761.0,central +143/wk
2028-05-26,96134.0,94366.0,-1768.0,central +143/wk
2028-06-02,96277.0,94503.0,-1774.0,central +143/wk
2028-06-09,96420.0,94641.0,-1779.0,central +143/wk
2026-08-21,87028.0,88846.0,1818.0,slower +85/wk
2026-08-28,87113.0,88851.0,1738.0,slower +85/wk
2026-09-04,87198.0,88858.0,1660.0,slower +85/wk
2026-09-11,87283.0,88869.0,1586.0,slower +85/wk
2026-09-18,87368.0,88882.0,1514.0,slower +85/wk
2026-09-25,87453.0,88898.0,1445.0,slower +85/wk
2026-10-02,86838.0,88894.0,2056.0,slower +85/wk
2026-10-09,86923.0,88892.0,1969.0,slower +85/wk
2026-10-16,86358.0,88873.0,2515.0,slower +85/wk
2026-10-23,86443.0,88856.0,2413.0,slower +85/wk
2026-10-30,86528.0,88842.0,2314.0,slower +85/wk
2026-11-06,86613.0,88830.0,2217.0,slower +85/wk
2026-11-13,86048.0,88801.0,2753.0,slower +85/wk
2026-11-20,86133.0,88774.0,2641.0,slower +85/wk
2026-11-27,86218.0,88747.0,2529.0,slower +85/wk
2026-12-04,86303.0,88720.0,2417.0,slower +85/wk
2026-12-11,85838.0,88675.0,2837.0,slower +85/wk
2026-12-18,85923.0,88631.0,2708.0,slower +85/wk
2026-12-25,86008.0,88586.0,2578.0,slower +85/wk
2027-01-01,86093.0,88564.0,2471.0,slower +85/wk
2027-01-08,86178.0,88542.0,2364.0,slower +85/wk
2027-01-15,85663.0,88522.0,2859.0,slower +85/wk
2027-01-22,85748.0,88501.0,2753.0,slower +85/wk
2027-01-29,85833.0,88481.0,2648.0,slower +85/wk
2027-02-05,85918.0,88461.0,2543.0,slower +85/wk
2027-02-12,85503.0,88445.0,2942.0,slower +85/wk
2027-02-19,85588.0,88430.0,2842.0,slower +85/wk
2027-02-26,85673.0,88414.0,2741.0,slower +85/wk
2027-03-05,85758.0,88407.0,2649.0,slower +85/wk
2027-03-12,85643.0,88413.0,2770.0,slower +85/wk
2027-03-19,85728.0,88421.0,2693.0,slower +85/wk
2027-03-26,85813.0,88431.0,2618.0,slower +85/wk
2027-04-02,85898.0,88442.0,2544.0,slower +85/wk
2027-04-09,85983.0,88439.0,2456.0,slower +85/wk
2027-04-16,85868.0,88451.0,2583.0,slower +85/wk
2027-04-23,85953.0,88451.0,2498.0,slower +85/wk
2027-04-30,86038.0,88452.0,2414.0,slower +85/wk
2027-05-07,86123.0,88456.0,2333.0,slower +85/wk
2027-05-14,86208.0,88478.0,2270.0,slower +85/wk
2027-05-21,86293.0,88488.0,2195.0,slower +85/wk
2027-05-28,86378.0,88500.0,2122.0,slower +85/wk
2027-06-04,86463.0,88515.0,2052.0,slower +85/wk
2027-06-11,86548.0,88539.0,1991.0,slower +85/wk
2027-06-18,86633.0,88554.0,1921.0,slower +85/wk
2027-06-25,86718.0,88571.0,1853.0,slower +85/wk
2027-07-02,86803.0,88591.0,1788.0,slower +85/wk
2027-07-09,86888.0,88614.0,1726.0,slower +85/wk
2027-07-16,86973.0,88646.0,1673.0,slower +85/wk
2027-07-23,87058.0,88666.0,1608.0,slower +85/wk
2027-07-30,87143.0,88689.0,1546.0,slower +85/wk
2027-08-06,87228.0,88714.0,1486.0,slower +85/wk
2027-08-13,87313.0,88741.0,1428.0,slower +85/wk
2027-08-20,87398.0,88760.0,1362.0,slower +85/wk
2027-08-27,87483.0,88780.0,1297.0,slower +85/wk
2027-09-03,87568.0,88803.0,1235.0,slower +85/wk
2027-09-10,87653.0,88828.0,1175.0,slower +85/wk
2027-09-17,87738.0,88850.0,1112.0,slower +85/wk
2027-09-24,87823.0,88874.0,1051.0,slower +85/wk
2027-10-01,87908.0,88900.0,992.0,slower +85/wk
2027-10-08,87993.0,88928.0,935.0,slower +85/wk
2027-10-15,88078.0,88957.0,879.0,slower +85/wk
2027-10-22,88163.0,88984.0,821.0,slower +85/wk
2027-10-29,88248.0,89013.0,765.0,slower +85/wk
2027-11-05,88333.0,89043.0,710.0,slower +85/wk
2027-11-12,88418.0,89076.0,658.0,slower +85/wk
2027-11-19,88503.0,89110.0,607.0,slower +85/wk
2027-11-26,88588.0,89146.0,558.0,slower +85/wk
2027-12-03,88673.0,89183.0,510.0,slower +85/wk
2027-12-10,88758.0,89222.0,464.0,slower +85/wk
2027-12-17,88843.0,89263.0,420.0,slower +85/wk
2027-12-24,88928.0,89305.0,377.0,slower +85/wk
2027-12-31,89013.0,89349.0,336.0,slower +85/wk
2028-01-07,89098.0,89394.0,296.0,slower +85/wk
2028-01-14,89183.0,89441.0,258.0,slower +85/wk
2028-01-21,89268.0,89489.0,221.0,slower +85/wk
2028-01-28,89353.0,89538.0,185.0,slower +85/wk
2028-02-04,89438.0,89589.0,151.0,slower +85/wk
2028-02-11,89523.0,89642.0,119.0,slower +85/wk
2028-02-18,89608.0,89695.0,87.0,slower +85/wk
2028-02-25,89693.0,89751.0,58.0,slower +85/wk
2028-03-03,89778.0,89808.0,30.0,slower +85/wk
2028-03-10,89863.0,89866.0,3.0,slower +85/wk
2028-03-17,89948.0,89926.0,-22.0,slower +85/wk
2028-03-24,90033.0,89987.0,-46.0,slower +85/wk
2028-03-31,90118.0,90049.0,-69.0,slower +85/wk
2028-04-07,90203.0,90113.0,-90.0,slower +85/wk
2028-04-14,90288.0,90179.0,-109.0,slower +85/wk
2028-04-21,90373.0,90245.0,-128.0,slower +85/wk
2028-04-28,90458.0,90313.0,-145.0,slower +85/wk
2028-05-05,90543.0,90383.0,-160.0,slower +85/wk
2028-05-12,90628.0,90453.0,-175.0,slower +85/wk
2028-05-19,90713.0,90525.0,-188.0,slower +85/wk
2028-05-26,90798.0,90598.0,-200.0,slower +85/wk
2028-06-02,90883.0,90672.0,-211.0,slower +85/wk
2028-06-09,90968.0,90747.0,-221.0,slower +85/wk
2026-08-21,87028.0,88846.0,1818.0,faster +180/wk
2026-08-28,87208.0,88854.0,1646.0,faster +180/wk
2026-09-04,87388.0,88868.0,1480.0,faster +180/wk
2026-09-11,87568.0,88887.0,1319.0,faster +180/wk
2026-09-18,87748.0,88912.0,1164.0,faster +180/wk
2026-09-25,87928.0,88944.0,1016.0,faster +180/wk
2026-10-02,87408.0,88958.0,1550.0,faster +180/wk
2026-10-09,87588.0,88978.0,1390.0,faster +180/wk
2026-10-16,87118.0,88983.0,1865.0,faster +180/wk
2026-10-23,87298.0,88994.0,1696.0,faster +180/wk
2026-10-30,87478.0,89011.0,1533.0,faster +180/wk
2026-11-06,87658.0,89033.0,1375.0,faster +180/wk
2026-11-13,87188.0,89040.0,1852.0,faster +180/wk
2026-11-20,87368.0,89053.0,1685.0,faster +180/wk
2026-11-27,87548.0,89066.0,1518.0,faster +180/wk
2026-12-04,87728.0,89079.0,1351.0,faster +180/wk
2026-12-11,87358.0,89075.0,1717.0,faster +180/wk
2026-12-18,87538.0,89070.0,1532.0,faster +180/wk
2026-12-25,87718.0,89065.0,1347.0,faster +180/wk
2027-01-01,87898.0,89083.0,1185.0,faster +180/wk
2027-01-08,88078.0,89101.0,1023.0,faster +180/wk
2027-01-15,87658.0,89121.0,1463.0,faster +180/wk
2027-01-22,87838.0,89140.0,1302.0,faster +180/wk
2027-01-29,88018.0,89160.0,1142.0,faster +180/wk
2027-02-05,88198.0,89179.0,981.0,faster +180/wk
2027-02-12,87878.0,89204.0,1326.0,faster +180/wk
2027-02-19,88058.0,89228.0,1170.0,faster +180/wk
2027-02-26,88238.0,89252.0,1014.0,faster +180/wk
2027-03-05,88418.0,89288.0,870.0,faster +180/wk
2027-03-12,88398.0,89338.0,940.0,faster +180/wk
2027-03-19,88578.0,89392.0,814.0,faster +180/wk
2027-03-26,88758.0,89450.0,692.0,faster +180/wk
2027-04-02,88938.0,89511.0,573.0,faster +180/wk
2027-04-09,89118.0,89560.0,442.0,faster +180/wk
2027-04-16,89098.0,89626.0,528.0,faster +180/wk
2027-04-23,89278.0,89680.0,402.0,faster +180/wk
2027-04-30,89458.0,89738.0,280.0,faster +180/wk
2027-05-07,89638.0,89800.0,162.0,faster +180/wk
2027-05-14,89818.0,89882.0,64.0,faster +180/wk
2027-05-21,89998.0,89953.0,-45.0,faster +180/wk
2027-05-28,90178.0,90028.0,-150.0,faster +180/wk
2027-06-04,90358.0,90107.0,-251.0,faster +180/wk
2027-06-11,90538.0,90196.0,-342.0,faster +180/wk
2027-06-18,90718.0,90276.0,-442.0,faster +180/wk
2027-06-25,90898.0,90361.0,-537.0,faster +180/wk
2027-07-02,91078.0,90450.0,-628.0,faster +180/wk
2027-07-09,91258.0,90543.0,-715.0,faster +180/wk
2027-07-16,91438.0,90646.0,-792.0,faster +180/wk
2027-07-23,91618.0,90739.0,-879.0,faster +180/wk
2027-07-30,91798.0,90835.0,-963.0,faster +180/wk
2027-08-06,91978.0,90936.0,-1042.0,faster +180/wk
2027-08-13,92158.0,91040.0,-1118.0,faster +180/wk
2027-08-20,92338.0,91136.0,-1202.0,faster +180/wk
2027-08-27,92518.0,91236.0,-1282.0,faster +180/wk
2027-09-03,92698.0,91339.0,-1359.0,faster +180/wk
2027-09-10,92878.0,91446.0,-1432.0,faster +180/wk
2027-09-17,93058.0,91551.0,-1507.0,faster +180/wk
2027-09-24,93238.0,91659.0,-1579.0,faster +180/wk
2027-10-01,93418.0,91770.0,-1648.0,faster +180/wk
2027-10-08,93598.0,91884.0,-1714.0,faster +180/wk
2027-10-15,93778.0,92001.0,-1777.0,faster +180/wk
2027-10-22,93958.0,92115.0,-1843.0,faster +180/wk
2027-10-29,94138.0,92233.0,-1905.0,faster +180/wk
2027-11-05,94318.0,92354.0,-1964.0,faster +180/wk
2027-11-12,94498.0,92477.0,-2021.0,faster +180/wk
2027-11-19,94678.0,92603.0,-2075.0,faster +180/wk
2027-11-26,94858.0,92731.0,-2127.0,faster +180/wk
2027-12-03,95038.0,92862.0,-2176.0,faster +180/wk
2027-12-10,95218.0,92995.0,-2223.0,faster +180/wk
2027-12-17,95398.0,93130.0,-2268.0,faster +180/wk
2027-12-24,95578.0,93268.0,-2310.0,faster +180/wk
2027-12-31,95758.0,93408.0,-2350.0,faster +180/wk
2028-01-07,95938.0,93549.0,-2389.0,faster +180/wk
2028-01-14,96118.0,93693.0,-2425.0,faster +180/wk
2028-01-21,96298.0,93839.0,-2459.0,faster +180/wk
2028-01-28,96478.0,93987.0,-2491.0,faster +180/wk
2028-02-04,96658.0,94137.0,-2521.0,faster +180/wk
2028-02-11,96838.0,94288.0,-2550.0,faster +180/wk
2028-02-18,97018.0,94442.0,-2576.0,faster +180/wk
2028-02-25,97198.0,94597.0,-2601.0,faster +180/wk
2028-03-03,97378.0,94755.0,-2623.0,faster +180/wk
2028-03-10,97558.0,94914.0,-2644.0,faster +180/wk
2028-03-17,97738.0,95074.0,-2664.0,faster +180/wk
2028-03-24,97918.0,95237.0,-2681.0,faster +180/wk
2028-03-31,98098.0,95401.0,-2697.0,faster +180/wk
2028-04-07,98278.0,95567.0,-2711.0,faster +180/wk
2028-04-14,98458.0,95734.0,-2724.0,faster +180/wk
2028-04-21,98638.0,95903.0,-2735.0,faster +180/wk
2028-04-28,98818.0,96074.0,-2744.0,faster +180/wk
2028-05-05,98998.0,96246.0,-2752.0,faster +180/wk
2028-05-12,99178.0,96419.0,-2759.0,faster +180/wk
2028-05-19,99358.0,96594.0,-2764.0,faster +180/wk
2028-05-26,99538.0,96769.0,-2769.0,faster +180/wk
2028-06-02,99718.0,96947.0,-2771.0,faster +180/wk
2028-06-09,99898.0,97125.0,-2773.0,faster +180/wk
