title,page,url,ext,local
Population bulletin: weekly 16 September 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/632429aad3bf7f1bf90fd7e3/prison-pop-16-sep-2022.ods,ods,raw/weekly/632429aad3bf7f1bf90fd7e3_prison-pop-16-sep-2022.ods
Population bulletin: weekly 9 September 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/631ef3788fa8f50204574ead/prison-pop-9-sept-2022.ods,ods,raw/weekly/631ef3788fa8f50204574ead_prison-pop-9-sept-2022.ods
Population bulletin: weekly 2 September 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/6311e9c6d3bf7f4cb0841bf0/prison-pop-2-sept-2022.ods,ods,raw/weekly/6311e9c6d3bf7f4cb0841bf0_prison-pop-2-sept-2022.ods
Population bulletin: weekly 26 August 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/6308ade58fa8f55368a16180/population-bulletin-260822.ods,ods,raw/weekly/6308ade58fa8f55368a16180_population-bulletin-260822.ods
Population bulletin: weekly 19 August 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62ff4ebfe90e0703d72f2d55/prison-pop-19-august-2022.ods,ods,raw/weekly/62ff4ebfe90e0703d72f2d55_prison-pop-19-august-2022.ods
Population bulletin: weekly 12 August 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62f6180ce90e076cfbb57bfd/prison-pop-12-august-2022.ods,ods,raw/weekly/62f6180ce90e076cfbb57bfd_prison-pop-12-august-2022.ods
Population bulletin: weekly 5 August 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62ecfb39d3bf7f75b4b5ff78/population-bulletin-050822.ods,ods,raw/weekly/62ecfb39d3bf7f75b4b5ff78_population-bulletin-050822.ods
Population bulletin: weekly 29 July 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62e3b29be90e07142da017ac/population-bulletin-290722.ods,ods,raw/weekly/62e3b29be90e07142da017ac_population-bulletin-290722.ods
Population bulletin: weekly 22 July 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62da56cbd3bf7f28643ca521/prison-pop-22-july-2022.ods,ods,raw/weekly/62da56cbd3bf7f28643ca521_prison-pop-22-july-2022.ods
Population bulletin: weekly 15 July 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62d11961e90e071e7a0748e7/prison-pop-15-jul-2022.ods,ods,raw/weekly/62d11961e90e071e7a0748e7_prison-pop-15-jul-2022.ods
Population bulletin: weekly 8 July 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62c7ebf2e90e07748b5929af/prison-pop-8-jul-2022.ods,ods,raw/weekly/62c7ebf2e90e07748b5929af_prison-pop-8-jul-2022.ods
Population bulletin: weekly 1 July 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62beabb7e90e073f5bcff870/prison-population-1-july-2022.ods,ods,raw/weekly/62beabb7e90e073f5bcff870_prison-population-1-july-2022.ods
Population bulletin: weekly 24 June 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62b576248fa8f53579842427/prison-pop-24-june-2022.ods,ods,raw/weekly/62b576248fa8f53579842427_prison-pop-24-june-2022.ods
Population bulletin: weekly 17 June 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62ac3a648fa8f53572e3da8d/prison-pop-17-june-2022.ods,ods,raw/weekly/62ac3a648fa8f53572e3da8d_prison-pop-17-june-2022.ods
Population bulletin: weekly 10 June 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62a30294d3bf7f036ebf59a8/prison-pop-10-june-2022.ods,ods,raw/weekly/62a30294d3bf7f036ebf59a8_prison-pop-10-june-2022.ods
Population bulletin: weekly 27 May 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62908185d3bf7f0373c74f0f/prison-pop-27-may-2022.ods,ods,raw/weekly/62908185d3bf7f0373c74f0f_prison-pop-27-may-2022.ods
Population bulletin: weekly 20 May 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62874a15d3bf7f1f4469541d/prison-pop-20-may-2022.ods,ods,raw/weekly/62874a15d3bf7f1f4469541d_prison-pop-20-may-2022.ods
Population bulletin: weekly 13 May 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/627e15318fa8f53f9ceb4c6a/prison-pop-13-may-2022.ods,ods,raw/weekly/627e15318fa8f53f9ceb4c6a_prison-pop-13-may-2022.ods
Population bulletin: weekly 6 May 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/6274e71f8fa8f52072cd240c/population-buletin-060520.ods,ods,raw/weekly/6274e71f8fa8f52072cd240c_population-buletin-060520.ods
Population bulletin: weekly 29 April 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/626b9b3e8fa8f57a37b7b2eb/prison-pop-29-apr-2022.ods,ods,raw/weekly/626b9b3e8fa8f57a37b7b2eb_prison-pop-29-apr-2022.ods
Population bulletin: weekly 22 April 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/62625e888fa8f523bae3c6d8/prison-pop-22-apr-2022.ods,ods,raw/weekly/62625e888fa8f523bae3c6d8_prison-pop-22-apr-2022.ods
Population bulletin: weekly 8 April 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/624ff92fe90e0729fd14bc43/prison-pop-8-apr-2022.ods,ods,raw/weekly/624ff92fe90e0729fd14bc43_prison-pop-8-apr-2022.ods
Population bulletin: weekly 1 April 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/6246ae7de90e075f07426ec6/prison-pop-1-apr-2022.ods,ods,raw/weekly/6246ae7de90e075f07426ec6_prison-pop-1-apr-2022.ods
Population bulletin: weekly 25 March 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/623d80f98fa8f52773d769f3/prison-pop-25-march-2022.ods,ods,raw/weekly/623d80f98fa8f52773d769f3_prison-pop-25-march-2022.ods
Population bulletin: weekly 18 March 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/623454188fa8f540f6c231c9/prison-pop-18-march-2022.ods,ods,raw/weekly/623454188fa8f540f6c231c9_prison-pop-18-march-2022.ods
Population bulletin: weekly 11 March 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/622b0efdd3bf7f5a89aece8d/prison-pop-11-mar-2022.ods,ods,raw/weekly/622b0efdd3bf7f5a89aece8d_prison-pop-11-mar-2022.ods
Population bulletin: weekly 4 March 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/6221dd0de90e0710bdc09b23/prison-pop-3-mar-2022.ods,ods,raw/weekly/6221dd0de90e0710bdc09b23_prison-pop-3-mar-2022.ods
Population bulletin: weekly 25 February 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/6218a1568fa8f549126751b2/prison-population-25-feb-2022.ods,ods,raw/weekly/6218a1568fa8f549126751b2_prison-population-25-feb-2022.ods
Population bulletin: weekly 18 February 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/620f745be90e0710acb25439/population-bulletin-180222.ods,ods,raw/weekly/620f745be90e0710acb25439_population-bulletin-180222.ods
Population bulletin: weekly 11 February 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/6206675b8fa8f510b7285b12/prison-pop-11-feb-2022.ods,ods,raw/weekly/6206675b8fa8f510b7285b12_prison-pop-11-feb-2022.ods
Population bulletin: weekly 4 February 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/61fce5628fa8f538882511fe/prison-pop-4-february-2022.ods,ods,raw/weekly/61fce5628fa8f538882511fe_prison-pop-4-february-2022.ods
Population bulletin: weekly 28 January 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/61f3ae53d3bf7f78eab158bc/prison-pop-28-jan-2022.ods,ods,raw/weekly/61f3ae53d3bf7f78eab158bc_prison-pop-28-jan-2022.ods
Population bulletin: weekly 21 January 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/61ea7578d3bf7f054a1da205/prison-pop-21-jan-2022.ods,ods,raw/weekly/61ea7578d3bf7f054a1da205_prison-pop-21-jan-2022.ods
Population bulletin: weekly 14 January 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/61e14450d3bf7f054db93802/prison-pop-14-jan-2022.ods,ods,raw/weekly/61e14450d3bf7f054db93802_prison-pop-14-jan-2022.ods
Population bulletin: weekly 7 January 2022,Prison population figures: 2022,https://assets.publishing.service.gov.uk/media/61d813058fa8f505893f1c8e/population-bulletin-070122.ods,ods,raw/weekly/61d813058fa8f505893f1c8e_population-bulletin-070122.ods
Population bulletin: weekly 31 December 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/61d439428fa8f54c1ad6a5b1/population-bulletin-31122021.ods,ods,raw/weekly/61d439428fa8f54c1ad6a5b1_population-bulletin-31122021.ods
Population bulletin: weekly 24 December 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/61cef8ced3bf7f1f72b5ffca/prison-pop-24-december-2021.ods,ods,raw/weekly/61cef8ced3bf7f1f72b5ffca_prison-pop-24-december-2021.ods
Population bulletin: weekly 17 December 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/61bc571c8fa8f503816405ad/prison-pop-17-december-2021.ods,ods,raw/weekly/61bc571c8fa8f503816405ad_prison-pop-17-december-2021.ods
Population bulletin: weekly 10 December 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/61b345dbd3bf7f055eb9b84c/prison-pop-10-december-2021.ods,ods,raw/weekly/61b345dbd3bf7f055eb9b84c_prison-pop-10-december-2021.ods
Population bulletin: weekly 3 December 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/61a9da44e90e070445fd773a/prison-pop-3-december-2021.ods,ods,raw/weekly/61a9da44e90e070445fd773a_prison-pop-3-december-2021.ods
Population bulletin: weekly 26 November 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/61c31ae88fa8f54c16e1a689/prison-pop-26-nov-2021-updated.ods,ods,raw/weekly/61c31ae88fa8f54c16e1a689_prison-pop-26-nov-2021-updated.ods
Population bulletin: weekly 19 November 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/61c31ad18fa8f54c17327a89/prison-pop-19-nov-2021-updated.ods,ods,raw/weekly/61c31ad18fa8f54c17327a89_prison-pop-19-nov-2021-updated.ods
Population bulletin: weekly 12 November 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/618e2af7e90e070440c8b99c/prison-pop-12-nov-2021.ods,ods,raw/weekly/618e2af7e90e070440c8b99c_prison-pop-12-nov-2021.ods
Population bulletin: weekly 5 November 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6184ee448fa8f52980d93290/prison-pop-5-nov-2021.ods,ods,raw/weekly/6184ee448fa8f52980d93290_prison-pop-5-nov-2021.ods
Population bulletin: weekly 29 October 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/617bb145d3bf7f5604d83daf/prison-pop-29-oct-2021.ods,ods,raw/weekly/617bb145d3bf7f5604d83daf_prison-pop-29-oct-2021.ods
Population bulletin: weekly 22 October 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/61726d70e90e07197512824e/prison-pop-22-oct-2021.ods,ods,raw/weekly/61726d70e90e07197512824e_prison-pop-22-oct-2021.ods
Population bulletin: weekly 15 October 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/61693046d3bf7f56059040a3/prison-pop-15-oct-2021.ods,ods,raw/weekly/61693046d3bf7f56059040a3_prison-pop-15-oct-2021.ods
Population bulletin: weekly 8 October 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/61600b88e90e07197e166338/prison-pop-8-oct-2021.ods,ods,raw/weekly/61600b88e90e07197e166338_prison-pop-8-oct-2021.ods
Population bulletin: weekly 1 October 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6156c162d3bf7f55fd843a7e/prison-pop-1-oct-2021.ods,ods,raw/weekly/6156c162d3bf7f55fd843a7e_prison-pop-1-oct-2021.ods
Population bulletin: weekly 24 September 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/614d9574e90e077a3078f91c/prison-pop-24-sept-2021.ods,ods,raw/weekly/614d9574e90e077a3078f91c_prison-pop-24-sept-2021.ods
Population bulletin: weekly 17 September 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6144476dd3bf7f05b9705181/prison-pop-17-sept-2021.ods,ods,raw/weekly/6144476dd3bf7f05b9705181_prison-pop-17-sept-2021.ods
Population bulletin: weekly 10 September 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/613b0d2ad3bf7f05ab786446/prison-pop-10-sept-2021.ods,ods,raw/weekly/613b0d2ad3bf7f05ab786446_prison-pop-10-sept-2021.ods
Population bulletin: weekly 3 September 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6131d29ee90e07043d565c2c/prison-pop-3-sept-2021.ods,ods,raw/weekly/6131d29ee90e07043d565c2c_prison-pop-3-sept-2021.ods
Population bulletin: weekly 27 August 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6128a1658fa8f53dcd3ae90a/PSWEBREPORT.ods,ods,raw/weekly/6128a1658fa8f53dcd3ae90a_PSWEBREPORT.ods
Population bulletin: weekly 20 August 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/611f63018fa8f53dc994e5e0/prison-pop-20-august-2021.ods,ods,raw/weekly/611f63018fa8f53dc994e5e0_prison-pop-20-august-2021.ods
Population bulletin: weekly: 13 August 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6116264de90e070542081be0/prison-pop-13-august-2021.ods,ods,raw/weekly/6116264de90e070542081be0_prison-pop-13-august-2021.ods
Population bulletin: weekly 6 August 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/610d14ca8fa8f506c3539fec/pop-bulletin-060821.ods,ods,raw/weekly/610d14ca8fa8f506c3539fec_pop-bulletin-060821.ods
Population bulletin: weekly 30 July 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6103ed15d3bf7f0452a7a9d5/population-bulletin-300721.ods,ods,raw/weekly/6103ed15d3bf7f0452a7a9d5_population-bulletin-300721.ods
Population bulletin: weekly 23 July 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60fa8e23e90e0703ad633495/prison-pop-23-july-2021.ods,ods,raw/weekly/60fa8e23e90e0703ad633495_prison-pop-23-july-2021.ods
Population bulletin: weekly 16 July 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60f155fae90e0764d1be2787/prison-pop-16-july-2021.ods,ods,raw/weekly/60f155fae90e0764d1be2787_prison-pop-16-july-2021.ods
Population bulletin: weekly 9 July 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60e8020ae90e0764c5938270/prison-pop-9-july-2021.ods,ods,raw/weekly/60e8020ae90e0764c5938270_prison-pop-9-july-2021.ods
Population bulletin: weekly 2 July 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60ded6608fa8f50abc106c51/prison-pop-2-july-2021.ods,ods,raw/weekly/60ded6608fa8f50abc106c51_prison-pop-2-july-2021.ods
Population bulletin: weekly 25 June 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60d5b066e90e077171968054/prison-pop-25-jun-2021.ods,ods,raw/weekly/60d5b066e90e077171968054_prison-pop-25-jun-2021.ods
Population bulletin: weekly 18 June 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60cc9e27d3bf7f4bca6e73de/prison-pop-18-jun-2021.ods,ods,raw/weekly/60cc9e27d3bf7f4bca6e73de_prison-pop-18-jun-2021.ods
Population bulletin: weekly 11 June 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60c322b2e90e074397d8c8b2/population-bulletin-110621.ods,ods,raw/weekly/60c322b2e90e074397d8c8b2_population-bulletin-110621.ods
Population bulletin: weekly 4 June 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60b9e325e90e0743a02caf67/prison-pop-4-jun-2021.ods,ods,raw/weekly/60b9e325e90e0743a02caf67_prison-pop-4-jun-2021.ods
Population bulletin: weekly 28 May 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60b0bde6d3bf7f435b75e260/prison-pop-28-may-2021.ods,ods,raw/weekly/60b0bde6d3bf7f435b75e260_prison-pop-28-may-2021.ods
 Population bulletin: weekly 21 May 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60a778fd8fa8f520bec372e6/pop-bull-210521.ods,ods,raw/weekly/60a778fd8fa8f520bec372e6_pop-bull-210521.ods
Population bulletin: weekly 14 May 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/609e298d8fa8f56a33a3588a/prison-pop-14-may-2021.ods,ods,raw/weekly/609e298d8fa8f56a33a3588a_prison-pop-14-may-2021.ods
Population bulletin: weekly 7 May 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6094efdc8fa8f548b0a95f05/prison-pop-7-may-2021.ods,ods,raw/weekly/6094efdc8fa8f548b0a95f05_prison-pop-7-may-2021.ods
Population bulletin: weekly 30 April 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/608bb7698fa8f51b9988cc39/prison-pop-30-apr-2021.ods,ods,raw/weekly/608bb7698fa8f51b9988cc39_prison-pop-30-apr-2021.ods
Population bulletin: weekly 23 April 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60827785e90e076aaaa26e34/prison-pop-23-april-2021.ods,ods,raw/weekly/60827785e90e076aaaa26e34_prison-pop-23-april-2021.ods
Population bulletin: weekly 16 April 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/607942498fa8f573558cd53a/prison-pop-16-apr-2021.ods,ods,raw/weekly/607942498fa8f573558cd53a_prison-pop-16-apr-2021.ods
Population bulletin: weekly 9 April 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60743e45e90e076f57af84c5/prison-pop-9-apr-2021.ods,ods,raw/weekly/60743e45e90e076f57af84c5_prison-pop-9-apr-2021.ods
Population bulletin: weekly 26 March 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/605d9f31d3bf7f20e4a009c9/prison-pop-26-mar-2021.ods,ods,raw/weekly/605d9f31d3bf7f20e4a009c9_prison-pop-26-mar-2021.ods
Population bulletin: weekly 19 March 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/60546974d3bf7f2f0e7d0497/prison-pop-19-march-2021.ods,ods,raw/weekly/60546974d3bf7f2f0e7d0497_prison-pop-19-march-2021.ods
Population bulletin: weekly 12 March 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/604b2f608fa8f505bdfcfc74/prison-pop-12-mar-2021.ods,ods,raw/weekly/604b2f608fa8f505bdfcfc74_prison-pop-12-mar-2021.ods
Population bulletin: weekly 5 March 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6041f7c6e90e077dd8d2d35e/prison-pop-5-march-2021.ods,ods,raw/weekly/6041f7c6e90e077dd8d2d35e_prison-pop-5-march-2021.ods
Population bulletin: weekly 26 February 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6038bd5cd3bf7f039b78f0a1/prison-pop-26-feb-2021.ods,ods,raw/weekly/6038bd5cd3bf7f039b78f0a1_prison-pop-26-feb-2021.ods
Population bulletin: weekly 19 February 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/602f7dc9d3bf7f7221aad851/prison-pop-19-feb-2021.ods,ods,raw/weekly/602f7dc9d3bf7f7221aad851_prison-pop-19-feb-2021.ods
Population bulletin: weekly 12 February 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6026447e8fa8f50384219383/prison-pop-12-feb-2021.ods,ods,raw/weekly/6026447e8fa8f50384219383_prison-pop-12-feb-2021.ods
Population bulletin: weekly 5 February 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/601d168a8fa8f5147014321e/prison-pop-5-feb-2021.ods,ods,raw/weekly/601d168a8fa8f5147014321e_prison-pop-5-feb-2021.ods
Population bulletin: weekly 29 January 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/6013d2eee90e07626489c988/prison-pop-29-jan-2021.ods,ods,raw/weekly/6013d2eee90e07626489c988_prison-pop-29-jan-2021.ods
Population bulletin: weekly 22 January 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/600a96bc8fa8f52971b7b4ec/prison-pop-22-jan-2021.ods,ods,raw/weekly/600a96bc8fa8f52971b7b4ec_prison-pop-22-jan-2021.ods
Population bulletin: weekly 15 January 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/600160cce90e0763ab4bc321/prison-pop-15-jan-2021.ods,ods,raw/weekly/600160cce90e0763ab4bc321_prison-pop-15-jan-2021.ods
Population bulletin: weekly 8 January 2021,Prison population figures: 2021,https://assets.publishing.service.gov.uk/media/5ff81d158fa8f56404a5b3b0/prison-population-8-jan-2021.ODS,ods,raw/weekly/5ff81d158fa8f56404a5b3b0_prison-population-8-jan-2021.ODS
Population bulletin: weekly 18 December 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5fdc717ce90e07452a1c44d4/population-bulletin-181220.ods,ods,raw/weekly/5fdc717ce90e07452a1c44d4_population-bulletin-181220.ods
Population bulletin: weekly 11 December 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5fd340858fa8f54d564af05a/prison-pop-11-dec-2020.ods,ods,raw/weekly/5fd340858fa8f54d564af05a_prison-pop-11-dec-2020.ods
Population bulletin: weekly 4 December 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5fc9f758d3bf7f5d08464cae/prison-pop-4-dec-2020.ods,ods,raw/weekly/5fc9f758d3bf7f5d08464cae_prison-pop-4-dec-2020.ods
Population bulletin: weekly 27 November 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5fc0c157d3bf7f7f575b42f8/prison-pop-27-nov-2020.ods,ods,raw/weekly/5fc0c157d3bf7f7f575b42f8_prison-pop-27-nov-2020.ods
Population bulletin: weekly 20 November 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5fb782a2d3bf7f63dba19004/prison-pop-20-nov-2020.ods,ods,raw/weekly/5fb782a2d3bf7f63dba19004_prison-pop-20-nov-2020.ods
Population bulletin: weekly 13 November 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5fae51acd3bf7f037ffc8785/prison-pop-13-nov-2020.ods,ods,raw/weekly/5fae51acd3bf7f037ffc8785_prison-pop-13-nov-2020.ods
Population bulletin: weekly 6 November 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5fa50d68d3bf7f03a841cf4d/prison-pop-6-november-2020.ods,ods,raw/weekly/5fa50d68d3bf7f03a841cf4d_prison-pop-6-november-2020.ods
Population bulletin: weekly 30 October 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f9be5228fa8f57f408068e4/population-bulletin-301020.ods,ods,raw/weekly/5f9be5228fa8f57f408068e4_population-bulletin-301020.ods
Population bulletin: weekly 23 October 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f9287ce8fa8f543f5b80e28/prison-pop-23-oct-2020.ods,ods,raw/weekly/5f9287ce8fa8f543f5b80e28_prison-pop-23-oct-2020.ods
Population bulletin: weekly 16 October 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f8959ed8fa8f504218ba2b2/prison-pop-16-oct-2020.ods,ods,raw/weekly/5f8959ed8fa8f504218ba2b2_prison-pop-16-oct-2020.ods
Population bulletin: weekly 9 October 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f8018f0d3bf7f01973929ea/prison-pop-9-oct-2020.ods,ods,raw/weekly/5f8018f0d3bf7f01973929ea_prison-pop-9-oct-2020.ods
Population bulletin: weekly 2 October 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f76e2478fa8f55e2d1f2265/pop-bull-021020.ods,ods,raw/weekly/5f76e2478fa8f55e2d1f2265_pop-bull-021020.ods
Population bulletin: weekly 25 September 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f6da6288fa8f541ea695ab5/prison-pop-25-sept-2020.ods,ods,raw/weekly/5f6da6288fa8f541ea695ab5_prison-pop-25-sept-2020.ods
Population bulletin: weekly 18 September 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f646973d3bf7f72337b6e85/prison-pop-18-sept-2020.ods,ods,raw/weekly/5f646973d3bf7f72337b6e85_prison-pop-18-sept-2020.ods
Population bulletin: weekly 11 September 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f5b2c6fd3bf7f723e21c05a/prison-pop-11-sept-2020.ods,ods,raw/weekly/5f5b2c6fd3bf7f723e21c05a_prison-pop-11-sept-2020.ods
Population bulletin: weekly 4 September 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f51f1388fa8f535bc031882/prison-pop-4-sept-2020.ods,ods,raw/weekly/5f51f1388fa8f535bc031882_prison-pop-4-sept-2020.ods
Population bulletin: weekly 28 August 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f48cd7ae90e071c78ff7992/prison-pop-28-aug-2020.ods,ods,raw/weekly/5f48cd7ae90e071c78ff7992_prison-pop-28-aug-2020.ods
Population bulletin: weekly 21 August 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f3f84fed3bf7f39255984d6/prison-pop-21-aug-2020.ods,ods,raw/weekly/5f3f84fed3bf7f39255984d6_prison-pop-21-aug-2020.ods
Population bulletin: weekly 14 August 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f364a50d3bf7f1b0fa7a10e/prison-pop-14-aug-2020.ods,ods,raw/weekly/5f364a50d3bf7f1b0fa7a10e_prison-pop-14-aug-2020.ods
Population bulletin: weekly 7 August 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f2d0e5ee90e0732e2d7c9d1/Population-_bulletin-07082020.ods,ods,raw/weekly/5f2d0e5ee90e0732e2d7c9d1_Population-_bulletin-07082020.ods
Population bulletin: weekly 31 July 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f23eafb8fa8f57ac14f6922/population-bulletin-310720.ods,ods,raw/weekly/5f23eafb8fa8f57ac14f6922_population-bulletin-310720.ods
Population bulletin: weekly 24 July 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f1a9300e90e074565a7adc0/population-bulletin-240720.ods,ods,raw/weekly/5f1a9300e90e074565a7adc0_population-bulletin-240720.ods
Population bulletin: weekly 17 July 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f1161b1d3bf7f5baca6e4b8/prison-pop-17-jul-2020.ods,ods,raw/weekly/5f1161b1d3bf7f5baca6e4b8_prison-pop-17-jul-2020.ods
Population bulletin: weekly 10 July 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5f082460d3bf7f2bf33fa2bd/prison-pop-10-jul-2020.ods,ods,raw/weekly/5f082460d3bf7f2bf33fa2bd_prison-pop-10-jul-2020.ods
Population bulletin: weekly 3 July 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5efee8fad3bf7f769d269602/prison-pop-03-jul-2020.ods,ods,raw/weekly/5efee8fad3bf7f769d269602_prison-pop-03-jul-2020.ods
Population bulletin: weekly 26 June 2020,Prison population figures: 2020,https://assets.publishing.service.gov.uk/media/5ef5ac7486650c1295cb5ec7/prison-pop-26-jun-2020.ods,ods,raw/weekly/5ef5ac7486650c1295cb5ec7_prison-pop-26-jun-2020.ods
