title,page,url,ext,local
Population bulletin: weekly 26 September 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7def0eed915d74e622303b/prison-population-figures-26-sept-2014.xls,xls,raw/weekly/5a7def0eed915d74e622303b_prison-population-figures-26-sept-2014.xls
Population bulletin: weekly 19 September 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a758cc840f0b6360e474f82/prison-population-figures-19-september-2014.xls,xls,raw/weekly/5a758cc840f0b6360e474f82_prison-population-figures-19-september-2014.xls
Population bulletin: weekly 12 September 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7dc31040f0b65d88634412/prison-population-figures-12-sept-2014.xls,xls,raw/weekly/5a7dc31040f0b65d88634412_prison-population-figures-12-sept-2014.xls
Population bulletin: weekly 5 September 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7d7c84e5274a676d5325ad/prison-population-figures-05-sept-2014.xls,xls,raw/weekly/5a7d7c84e5274a676d5325ad_prison-population-figures-05-sept-2014.xls
Population bulletin: weekly 29 August 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7562f340f0b6397f35e06f/population-bulletin-29-august-2014.xls,xls,raw/weekly/5a7562f340f0b6397f35e06f_population-bulletin-29-august-2014.xls
Population bulletin: weekly 22 August 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7decdfe5274a2e87dae68f/prison-population-figures-22-Aug-2014.xls,xls,raw/weekly/5a7decdfe5274a2e87dae68f_prison-population-figures-22-Aug-2014.xls
Population bulletin: weekly 15 August 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7df18840f0b62302688233/prison-population-figures-15-aug-2014.xls,xls,raw/weekly/5a7df18840f0b62302688233_prison-population-figures-15-aug-2014.xls
Population bulletin: weekly 8 August 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7eabf040f0b6230268aca7/prison-population-figures-8-aug-2014.xls,xls,raw/weekly/5a7eabf040f0b6230268aca7_prison-population-figures-8-aug-2014.xls
Population bulletin: weekly 1 August 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7d59b1ed915d28e9f39c2b/prison-population-figures-1-aug-2014.xls,xls,raw/weekly/5a7d59b1ed915d28e9f39c2b_prison-population-figures-1-aug-2014.xls
Population bulletin: weekly 25 July 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7d92aeed915d497af703d9/prison-population-25-july-2014.xls,xls,raw/weekly/5a7d92aeed915d497af703d9_prison-population-25-july-2014.xls
Population bulletin: weekly 18 July 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7e1e6740f0b623026894b6/prison-population-18-july-2014.xls,xls,raw/weekly/5a7e1e6740f0b623026894b6_prison-population-18-july-2014.xls
Population bulletin: weekly 11 July 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a759101ed915d6faf2b3fbe/population-bulletin-11-July-2014.xls,xls,raw/weekly/5a759101ed915d6faf2b3fbe_population-bulletin-11-July-2014.xls
Population bulletin: weekly 4 July 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7ec50340f0b62305b83107/prison-population-figures-4-jul-2014.xls,xls,raw/weekly/5a7ec50340f0b62305b83107_prison-population-figures-4-jul-2014.xls
Population bulletin: weekly 27 June 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7e12d4ed915d74e6223ee7/prison-population-figures-27-june-2014.xls,xls,raw/weekly/5a7e12d4ed915d74e6223ee7_prison-population-figures-27-june-2014.xls
Population bulletin: weekly 20 June 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7dd12e40f0b65d8b4e3ae9/prison-population-figures-20-june-2014.xls,xls,raw/weekly/5a7dd12e40f0b65d8b4e3ae9_prison-population-figures-20-june-2014.xls
Population bulletin: weekly 13 June 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7da47c40f0b65d8b4e2a06/prison-population-figures-13-june-2014.xls,xls,raw/weekly/5a7da47c40f0b65d8b4e2a06_prison-population-figures-13-june-2014.xls
Population bulletin: weekly 6 June 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7e127aed915d74e6223ec5/prison-population-figures-06-jun-2014.xls,xls,raw/weekly/5a7e127aed915d74e6223ec5_prison-population-figures-06-jun-2014.xls
Population bulletin: weekly 30 May 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7dbe2a40f0b65d88634238/prison-population-figures-30-may-2014.xls,xls,raw/weekly/5a7dbe2a40f0b65d88634238_prison-population-figures-30-may-2014.xls
Population bulletin: weekly 23 May 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7efda240f0b62305b8472e/prison-population-figures-23-may-2014.xls,xls,raw/weekly/5a7efda240f0b62305b8472e_prison-population-figures-23-may-2014.xls
Population bulletin: weekly 16 May 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7ebe8240f0b6230268b439/prison-population-figures-16-may-2014.xls,xls,raw/weekly/5a7ebe8240f0b6230268b439_prison-population-figures-16-may-2014.xls
Population bulletin: weekly 9 May 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7e2b40ed915d74e62248d4/prison-population-figures-09-may-2014.xls,xls,raw/weekly/5a7e2b40ed915d74e62248d4_prison-population-figures-09-may-2014.xls
Population bulletin: weekly 2 May 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7ea64b40f0b62305b824a2/prison-population-figures-02-may-2014.xls,xls,raw/weekly/5a7ea64b40f0b62305b824a2_prison-population-figures-02-may-2014.xls
Population bulletin: weekly 25 April 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7ea5c240f0b6230268aa3f/population-bulletin-25-april-2014.xls,xls,raw/weekly/5a7ea5c240f0b6230268aa3f_population-bulletin-25-april-2014.xls
Population bulletin: weekly 11 April 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7deddbe5274a2e87dae6f5/population-bulletin-11-april-2014.xls,xls,raw/weekly/5a7deddbe5274a2e87dae6f5_population-bulletin-11-april-2014.xls
Population bulletin: weekly 4 April 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a758895ed915d6faf2b3ba6/population-bulletin-4-april-2014.xls,xls,raw/weekly/5a758895ed915d6faf2b3ba6_population-bulletin-4-april-2014.xls
Population  bulletin: weekly 28 March 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7cc9bded915d6b29fa8abe/prison-population-28-march-2014.xls,xls,raw/weekly/5a7cc9bded915d6b29fa8abe_prison-population-28-march-2014.xls
Population bulletin: weekly 21 March 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7c631ee5274a7ee25671fb/prison-population-figures-21-mar-2014.xls,xls,raw/weekly/5a7c631ee5274a7ee25671fb_prison-population-figures-21-mar-2014.xls
Population bulletin: weekly 14 March 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7cdaa4e5274a2ae6eeb2d6/prison-population-figures-140314.xls,xls,raw/weekly/5a7cdaa4e5274a2ae6eeb2d6_prison-population-figures-140314.xls
Population bulletin: weekly 7 March 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7cb3a6e5274a38e575639d/prison-population-figures-7-mar-2014.xls,xls,raw/weekly/5a7cb3a6e5274a38e575639d_prison-population-figures-7-mar-2014.xls
Population bulletin: weekly 28 February 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7c564c40f0b62dffde170a/prison-population-figures-28-feb-2014.xls,xls,raw/weekly/5a7c564c40f0b62dffde170a_prison-population-figures-28-feb-2014.xls
Population bulletin: weekly 21 February 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a74bf06e5274a3cb2866d91/prison-population-21-feb-2014.xls,xls,raw/weekly/5a74bf06e5274a3cb2866d91_prison-population-21-feb-2014.xls
Population bulletin: weekly 14 February 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7c72d8ed915d6969f44f10/prison-population-figures-14022014.xls,xls,raw/weekly/5a7c72d8ed915d6969f44f10_prison-population-figures-14022014.xls
Population bulletin: weekly 7 February 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a750992e5274a59fa716e81/prison-population-figures-07022014.xls,xls,raw/weekly/5a750992e5274a59fa716e81_prison-population-figures-07022014.xls
Population bulletin: weekly 31 January 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7c56beed915d3d0e87bb83/prison-population-figures-31-jan-2013.xls,xls,raw/weekly/5a7c56beed915d3d0e87bb83_prison-population-figures-31-jan-2013.xls
Population bulletin: weekly 24 January 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7bfa26ed915d01ba1ca5c8/population-bulletin-24-jan-2014.xls,xls,raw/weekly/5a7bfa26ed915d01ba1ca5c8_population-bulletin-24-jan-2014.xls
Population bulletin: weekly 17 January 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7c4a03ed915d338141dd02/prison-population-17012014.xls,xls,raw/weekly/5a7c4a03ed915d338141dd02_prison-population-17012014.xls
Population bulletin: weekly 10 January 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7cb981ed915d63cc65c782/population-bulletin-10-jan-2014.xls,xls,raw/weekly/5a7cb981ed915d63cc65c782_population-bulletin-10-jan-2014.xls
Population bulletin: weekly 3 January 2014,Prison population figures: 2014,https://assets.publishing.service.gov.uk/media/5a7c790aed915d48c240ff85/population-bulletin-3-Jan-2014.xls,xls,raw/weekly/5a7c790aed915d48c240ff85_population-bulletin-3-Jan-2014.xls
Population Bulletin - Weekly 08 March 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c2541e5274a1f5cc7612f/prison-population-080313.xls,xls,raw/weekly/5a7c2541e5274a1f5cc7612f_prison-population-080313.xls
Population Bulletin - Weekly 01 March 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c3828ed915d76e2ebbe2c/prison-population-010313.xls,xls,raw/weekly/5a7c3828ed915d76e2ebbe2c_prison-population-010313.xls
Population Bulletin - Weekly 22 February 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c826340f0b626628ac901/prison-population-220213.xls,xls,raw/weekly/5a7c826340f0b626628ac901_prison-population-220213.xls
Population Bulletin - Weekly 15 February 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7ca43aed915d6969f46509/prison-population-150213.xls,xls,raw/weekly/5a7ca43aed915d6969f46509_prison-population-150213.xls
Population Bulletin - Weekly 08 February 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c7f12e5274a559005a44e/prison-population-080213.xls,xls,raw/weekly/5a7c7f12e5274a559005a44e_prison-population-080213.xls
Population Bulletin - Weekly 01 February 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c9425e5274a7b7e321625/prison-population-010213.xls,xls,raw/weekly/5a7c9425e5274a7b7e321625_prison-population-010213.xls
Population Bulletin - Weekly 25 January 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c447fed915d7d70d1db3d/prison-population-250113.xls,xls,raw/weekly/5a7c447fed915d7d70d1db3d_prison-population-250113.xls
Population Bulletin - Weekly 18 January 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a74db5840f0b65c0e84508e/prison-population-180113.xls,xls,raw/weekly/5a74db5840f0b65c0e84508e_prison-population-180113.xls
Population Bulletin - Weekly 11 January 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c025940f0b645ba3c6238/prison-population-110113.xls,xls,raw/weekly/5a7c025940f0b645ba3c6238_prison-population-110113.xls
Population Bulletin - Weekly 04 January 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a74bdaced915d4d83b5e945/prison-population-040113.xls,xls,raw/weekly/5a74bdaced915d4d83b5e945_prison-population-040113.xls
Population Bulletin - Weekly 22 March 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7b1ee940f0b66eab99f217/prison-population-220313.xls,xls,raw/weekly/5a7b1ee940f0b66eab99f217_prison-population-220313.xls
Population Bulletin - Weekly 5 April 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7b08ef40f0b66a2fc04a99/prison-population-050413.xls,xls,raw/weekly/5a7b08ef40f0b66a2fc04a99_prison-population-050413.xls
Population Bulletin - Weekly 12 April 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7acf7aed915d71db8b2a1c/prison-population-120413.xls,xls,raw/weekly/5a7acf7aed915d71db8b2a1c_prison-population-120413.xls
Population Bulletin - Weekly 19 April 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7a4b9f40f0b66eab99b29f/prison-population-190413.xls,xls,raw/weekly/5a7a4b9f40f0b66eab99b29f_prison-population-190413.xls
Population Bulletin - Weekly 26 April 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7b4aed40f0b646469352d7/prison-population-260413.xls,xls,raw/weekly/5a7b4aed40f0b646469352d7_prison-population-260413.xls
Population Bulletin - Weekly 3 May 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a757c7aed915d731495a56b/prison-population-030513.xls,xls,raw/weekly/5a757c7aed915d731495a56b_prison-population-030513.xls
Population Bulletin - Weekly 10 May 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7aee5ee5274a319e77bbb8/prison-population-10-may-2013.xls,xls,raw/weekly/5a7aee5ee5274a319e77bbb8_prison-population-10-may-2013.xls
Population Bulletin - Weekly 17 May 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a75a9c7ed915d6faf2b4bb9/prison-population-17-may-2013.xls,xls,raw/weekly/5a75a9c7ed915d6faf2b4bb9_prison-population-17-may-2013.xls
Population Bulletin - Weekly 24 May 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c7b6aed915d48c241008f/prison-population-24-may-2013.xls,xls,raw/weekly/5a7c7b6aed915d48c241008f_prison-population-24-may-2013.xls
Population Bulletin - Weekly 31 May 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a74efbced915d502d6cc32b/prison-population-31-may-2013.xls,xls,raw/weekly/5a74efbced915d502d6cc32b_prison-population-31-may-2013.xls
Population Bulletin - Weekly 7 June 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7ca5f2ed915d6969f465da/prison-population-07-june-2013.xls,xls,raw/weekly/5a7ca5f2ed915d6969f465da_prison-population-07-june-2013.xls
Population Bulletin - Weekly 14 June 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c2461ed915d1b3a307acb/prison-population-14-june-2013.xls,xls,raw/weekly/5a7c2461ed915d1b3a307acb_prison-population-14-june-2013.xls
Population Bulletin - Weekly 21 June 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7bac55ed915d1311060c37/prison-population-21-june-2013.xls,xls,raw/weekly/5a7bac55ed915d1311060c37_prison-population-21-june-2013.xls
Population Bulletin - Weekly 28 June 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c944aed915d12ab4bbb83/prison-population-28-june-2013.xls,xls,raw/weekly/5a7c944aed915d12ab4bbb83_prison-population-28-june-2013.xls
Population Bulletin - Weekly 5 July 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7b9aaa40f0b645ba3c5640/prison-population-4-july-2013.xls,xls,raw/weekly/5a7b9aaa40f0b645ba3c5640_prison-population-4-july-2013.xls
Population Bulletin - Weekly 12 July 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7ced7bed915d211b1ca41c/prison-population-figures-12-july-2013.xls,xls,raw/weekly/5a7ced7bed915d211b1ca41c_prison-population-figures-12-july-2013.xls
Population Bulletin - Weekly 19 July 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7ba93440f0b638d61be1db/prison-population-figures-19-july-2013.xls,xls,raw/weekly/5a7ba93440f0b638d61be1db_prison-population-figures-19-july-2013.xls
Population Bulletin - Weekly 26 July 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7cb39be5274a2f304ef907/prison-population-260713.xls,xls,raw/weekly/5a7cb39be5274a2f304ef907_prison-population-260713.xls
Population Bulletin - Weekly 2 August 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a74df9840f0b65c0e8452d1/prison-population-02-august-2013.xls,xls,raw/weekly/5a74df9840f0b65c0e8452d1_prison-population-02-august-2013.xls
Population Bulletin - Weekly 9 August 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c50cded915d338141dfea/prison-population-figures-09-aug-2013.xls,xls,raw/weekly/5a7c50cded915d338141dfea_prison-population-figures-09-aug-2013.xls
Population Bulletin - Weekly 16 August 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7ce262e5274a2c9a484b3f/prison-population-figures-16082013.xls,xls,raw/weekly/5a7ce262e5274a2c9a484b3f_prison-population-figures-16082013.xls
Population Bulletin - Weekly 23 August 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c8366ed915d6969f45677/prison-population-230813.xls,xls,raw/weekly/5a7c8366ed915d6969f45677_prison-population-230813.xls
Population Bulletin - Weekly 30 August 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a74d19eed915d3c7d528323/prison-population-30-08-2013.xls,xls,raw/weekly/5a74d19eed915d3c7d528323_prison-population-30-08-2013.xls
Population Bulletin -Weekly 6 September 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c286ae5274a25a9140d40/population-figures-060913.xls,xls,raw/weekly/5a7c286ae5274a25a9140d40_population-figures-060913.xls
Population Bulletin - Weekly 13 September 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c9f97ed915d12ab4bc095/population-figures-13092013.xls,xls,raw/weekly/5a7c9f97ed915d12ab4bc095_population-figures-13092013.xls
Population Bulletin - Weekly 20 September 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7ba9bbe5274a7318b901ca/prison-population-200913.xls,xls,raw/weekly/5a7ba9bbe5274a7318b901ca_prison-population-200913.xls
Population Bulletin - Weekly 27 September 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c13fd40f0b645ba3c68ee/prison-population-270913.xls,xls,raw/weekly/5a7c13fd40f0b645ba3c68ee_prison-population-270913.xls
Population Bulletin - Weekly 4 October 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c412340f0b6321db37f3f/prison-population-4-october-2013.xls,xls,raw/weekly/5a7c412340f0b6321db37f3f_prison-population-4-october-2013.xls
Population Bulletin - Weekly 11 October 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c3061e5274a1f5cc76605/prison-population-11102013.xls,xls,raw/weekly/5a7c3061e5274a1f5cc76605_prison-population-11102013.xls
Population Bulletin - Weekly 18 October 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c48baed915d7d70d1dd21/prison-population-18-10-2013.xls,xls,raw/weekly/5a7c48baed915d7d70d1dd21_prison-population-18-10-2013.xls
Population Bulletin - Weekly 25 October 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7ca7e1e5274a38e5755ef8/population-figures-25-10-2013.xls,xls,raw/weekly/5a7ca7e1e5274a38e5755ef8_population-figures-25-10-2013.xls
Population Bulletin - Weekly 1 November 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7cbec240f0b65b3de0ae93/prison-population-011113.xls,xls,raw/weekly/5a7cbec240f0b65b3de0ae93_prison-population-011113.xls
Population Bulletin - Weekly 8 November 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c1a4c40f0b645ba3c6b5a/prison-population-08112013.xls,xls,raw/weekly/5a7c1a4c40f0b645ba3c6b5a_prison-population-08112013.xls
Population Bulletin - Weekly 15 November 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c446640f0b6321db380a2/prison-population-15-Nov-2013.xls,xls,raw/weekly/5a7c446640f0b6321db380a2_prison-population-15-Nov-2013.xls
Population Bulletin - Weekly 22 November 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a74d49d40f0b65c0e844d12/prison-population-figures-22-nov-2013.xls,xls,raw/weekly/5a74d49d40f0b65c0e844d12_prison-population-figures-22-nov-2013.xls
Population Bulletin - Weekly 29 November 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c66fbe5274a7ee25673a7/prison-population-29-nov-13.xls,xls,raw/weekly/5a7c66fbe5274a7ee25673a7_prison-population-29-nov-13.xls
Population Bulletin - Weekly 06 December 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c78a7e5274a5255bcee0a/prison-population-061213.xls,xls,raw/weekly/5a7c78a7e5274a5255bcee0a_prison-population-061213.xls
Population Bulletin - Weekly 13 December 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c45c6e5274a1b00422a65/prison-population-131213.xls,xls,raw/weekly/5a7c45c6e5274a1b00422a65_prison-population-131213.xls
Population Bulletin - Weekly 20 December 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7b915540f0b62826a046a3/prison-population-figures-20-12-2013.xls,xls,raw/weekly/5a7b915540f0b62826a046a3_prison-population-figures-20-12-2013.xls
Population Bulletin - Weekly 27 December 2013,Prison population figures: 2013,https://assets.publishing.service.gov.uk/media/5a7c3251e5274a25a914119c/prison-population-figures-27-12-2013.xls,xls,raw/weekly/5a7c3251e5274a25a914119c_prison-population-figures-27-12-2013.xls
Population Bulletin - Weekly 28 December 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c77d8ed915d6969f45155/prison-population-281212.xls,xls,raw/weekly/5a7c77d8ed915d6969f45155_prison-population-281212.xls
Population Bulletin - Weekly 21 December 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7ca1cae5274a38e5755c58/prison-population-211212.xls,xls,raw/weekly/5a7ca1cae5274a38e5755c58_prison-population-211212.xls
Population Bulletin - Weekly 14 December 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a74ee70ed915d502d6cc273/prison-population-141212.xls,xls,raw/weekly/5a74ee70ed915d502d6cc273_prison-population-141212.xls
Population Bulletin - Weekly 07 December 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7b7f07ed915d131105f9e1/prison-population-071212.xls,xls,raw/weekly/5a7b7f07ed915d131105f9e1_prison-population-071212.xls
Population Bulletin - Weekly 30 November 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7cd07c40f0b6629523bf9d/prison-population-301112.xls,xls,raw/weekly/5a7cd07c40f0b6629523bf9d_prison-population-301112.xls
Population Bulletin - Weekly 23 November 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a756b83e5274a3edd9a4c6d/prison-population-231112.xls,xls,raw/weekly/5a756b83e5274a3edd9a4c6d_prison-population-231112.xls
Population Bulletin - Weekly 16 November 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c5bf940f0b6601cef574d/prison-population-161112.xls,xls,raw/weekly/5a7c5bf940f0b6601cef574d_prison-population-161112.xls
Population Bulletin - Weekly 09 November 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c681fe5274a5590059a74/prison-population-091112.xls,xls,raw/weekly/5a7c681fe5274a5590059a74_prison-population-091112.xls
Population Bulletin - Weekly 02 November 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c233b40f0b645ba3c6eb3/prison-population-021112.xls,xls,raw/weekly/5a7c233b40f0b645ba3c6eb3_prison-population-021112.xls
Population Bulletin - Weekly 26 October 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c338ae5274a1f5cc76780/prison-population-26-10-12.xls,xls,raw/weekly/5a7c338ae5274a1f5cc76780_prison-population-26-10-12.xls
Population Bulletin - Weekly 19 October 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c892440f0b626628acbf5/prison-population-191012.xls,xls,raw/weekly/5a7c892440f0b626628acbf5_prison-population-191012.xls
Population Bulletin - Weekly 12 October 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c3318e5274a1f5cc76746/prison-population-121012.xls,xls,raw/weekly/5a7c3318e5274a1f5cc76746_prison-population-121012.xls
Population Bulletin - Weekly 05 October 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c9c1540f0b6629523aa11/prison-population-051012.xls,xls,raw/weekly/5a7c9c1540f0b6629523aa11_prison-population-051012.xls
Population Bulletin - Weekly 28 September 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7ba17040f0b62826a04cfc/prison-population-280912.xls,xls,raw/weekly/5a7ba17040f0b62826a04cfc_prison-population-280912.xls
Population Bulletin - Weekly 21 September 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c925e40f0b62aff6c29c0/prison-population-210912.xls,xls,raw/weekly/5a7c925e40f0b62aff6c29c0_prison-population-210912.xls
Population Bulletin - Weekly 14 September 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7b91e9ed915d13110601be/prison-population-140912.xls,xls,raw/weekly/5a7b91e9ed915d13110601be_prison-population-140912.xls
Population Bulletin - Weekly 07 September 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c0be540f0b645ba3c65df/prison-population-070912.xls,xls,raw/weekly/5a7c0be540f0b645ba3c65df_prison-population-070912.xls
Population Bulletin - Weekly 31 August 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c220a40f0b645ba3c6e3e/prison-population-310812.xls,xls,raw/weekly/5a7c220a40f0b645ba3c6e3e_prison-population-310812.xls
Population Bulletin - Weekly 24 August 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7b9880ed915d1311060459/prison-population-240812.xls,xls,raw/weekly/5a7b9880ed915d1311060459_prison-population-240812.xls
Population Bulletin - Weekly 17 August 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c0098ed915d4147622282/prison-population-170812.xls,xls,raw/weekly/5a7c0098ed915d4147622282_prison-population-170812.xls
Population Bulletin - Weekly 10 August 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7cd83ce5274a2c9a484759/prison-population-100812.xls,xls,raw/weekly/5a7cd83ce5274a2c9a484759_prison-population-100812.xls
Population Bulletin - Weekly 03 August 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c7390e5274a5590059f4e/prison-population-030812.xls,xls,raw/weekly/5a7c7390e5274a5590059f4e_prison-population-030812.xls
Population Bulletin - Weekly 27 July 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7c1e1c40f0b61a825d6905/prison-population-270712.xls,xls,raw/weekly/5a7c1e1c40f0b61a825d6905_prison-population-270712.xls
Population Bulletin - Weekly 20 July 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7593d5e5274a545822c986/prison-population-200712.xls,xls,raw/weekly/5a7593d5e5274a545822c986_prison-population-200712.xls
Population Bulletin - Weekly 13 July 2012,Prison population figures: 2012,https://assets.publishing.service.gov.uk/media/5a7cd196e5274a2c9a4844cc/prison-population-13-07-12.xls,xls,raw/weekly/5a7cd196e5274a2c9a4844cc_prison-population-13-07-12.xls
