date,pop_total,pop_prisons,pop_irc,pop_male,pop_female,pop_adult_male,pop_ycs,irc_in_total,uoc_total,uoc_prisons,uoc_irc,uoc_adult_male,uoc_female,uoc_ycs,headroom,headroom_published,headroom_calc,operating_margin,operating_margin_adult_male,operating_margin_female,operating_margin_ycs,hdc,layout,date_source,title,url,source,police_cells,week_gap_days
2011-01-07,82991.0,,,79009.0,3982.0,,,False,87936.0,,,,,,4945.0,,4945.0,2000.0,,,,2696.0,D1,title,Population Bulletin - Weekly 07 January 2011,https://assets.publishing.service.gov.uk/media/5a75bd65e5274a43682999b5/10004C3107012011_web_report.doc,bulletin_word_2011,,
2011-01-14,83305.0,,,79293.0,4012.0,,,False,87970.0,,,,,,4665.0,,4665.0,2000.0,,,,2665.0,D1,title,Population Bulletin - Weekly 14 January 2011,https://assets.publishing.service.gov.uk/media/5a7b856be5274a7318b8f32a/10004C3414012011_web_report.doc,bulletin_word_2011,,7.0
2011-01-21,83780.0,,,79727.0,4053.0,,,False,88000.0,,,,,,4220.0,,4220.0,2000.0,,,,2661.0,D1,title,Population Bulletin - Weekly 21 January 2011,https://assets.publishing.service.gov.uk/media/5a74d3ebed915d3c7d52841a/10004C3621012011_web_report.doc,bulletin_word_2011,,7.0
2011-01-28,84145.0,,,80079.0,4066.0,,,False,88009.0,,,,,,3864.0,,3864.0,2000.0,,,,2639.0,D1,title,Population Bulletin - Weekly 28 January 2011,https://assets.publishing.service.gov.uk/media/5a7c60f5e5274a7ee256710a/10004C3B28012011_web_report.doc,bulletin_word_2011,,7.0
2011-02-04,84469.0,,,80330.0,4139.0,,,False,88075.0,,,,,,3606.0,,3606.0,2000.0,,,,2626.0,D1,title,Population Bulletin - Weekly 04 February 2011,https://assets.publishing.service.gov.uk/media/5a7cad93ed915d6969f46921/10004C4204022011_web_report.doc,bulletin_word_2011,,7.0
2011-02-11,84785.0,,,80640.0,4145.0,,,False,88141.0,,,,,,3356.0,,3356.0,2000.0,,,,2550.0,D1,title,Population Bulletin - Weekly 11 February 2011,https://assets.publishing.service.gov.uk/media/5a7b8058ed915d131105fa64/10004C4511022011_web_report.doc,bulletin_word_2011,,7.0
2011-02-18,85072.0,,,80886.0,4186.0,,,False,88183.0,,,,,,3111.0,,3111.0,2000.0,,,,2622.0,D1,title,Population Bulletin - Weekly 18 February 2011,https://assets.publishing.service.gov.uk/media/5a7c7ffc40f0b62aff6c21ba/10004C5C18022011_web_report.doc,bulletin_word_2011,,7.0
2011-02-25,85206.0,,,80985.0,4221.0,,,False,88286.0,,,,,,3080.0,,3080.0,2000.0,,,,2638.0,D1,title,Population Bulletin - Weekly 25 February 2011,https://assets.publishing.service.gov.uk/media/5a7ce9e540f0b6629523c91a/10004C5F25022011_web_report.doc,bulletin_word_2011,,7.0
2011-03-04,85342.0,,,81089.0,4253.0,,,False,88338.0,,,,,,2996.0,,2996.0,2000.0,,,,2667.0,D1,title,Population Bulletin - Weekly 04 March 2011,https://assets.publishing.service.gov.uk/media/5a7c7ba8e5274a559005a2b9/10004C6604032011_web_report.doc,bulletin_word_2011,,7.0
2011-03-11,85381.0,,,81105.0,4276.0,,,False,88448.0,,,,,,3067.0,,3067.0,2000.0,,,,2699.0,D1,title,Population Bulletin - Weekly 11 March 2011,https://assets.publishing.service.gov.uk/media/5a7cd348ed915d63cc65d0f0/10004C6C11032011_web_report.doc,bulletin_word_2011,,7.0
2011-03-18,85419.0,,,81156.0,4263.0,,,False,88480.0,,,,,,3061.0,,3061.0,2000.0,,,,2689.0,D1,title,Population Bulletin - Weekly 18 March 2011,https://assets.publishing.service.gov.uk/media/5a7c1a66ed915d210ade1998/10004C7B18032011_web_report.doc,bulletin_word_2011,,7.0
2011-03-25,85454.0,,,81202.0,4252.0,,,False,87690.0,,,,,,2236.0,,2236.0,2000.0,,,,2673.0,D1,title,Population Bulletin - Weekly 25 March 2011,https://assets.publishing.service.gov.uk/media/5a7c314440f0b67d0b11f782/10004C7E25032011_web_report.doc,bulletin_word_2011,,7.0
2011-04-01,85447.0,84922.0,525.0,81206.0,4241.0,,,True,87717.0,87117.0,600.0,,,,2270.0,,2270.0,2000.0,,,,2671.0,D2,title,Population Bulletin - Weekly 01 April 2011,https://assets.publishing.service.gov.uk/media/5a7c8d3940f0b62aff6c277e/10004C8101042011_web_report.doc,bulletin_word_2011,,7.0
2011-04-08,85361.0,84812.0,549.0,81120.0,4241.0,,,True,87729.0,87135.0,594.0,,,,2368.0,,2368.0,2000.0,,,,2735.0,D2,title,Population Bulletin - Weekly 08 April 2011,https://assets.publishing.service.gov.uk/media/5a7cca1be5274a2c9a484211/prison-poulation-08-april-2011.doc,bulletin_word_2011,,7.0
2011-04-15,85439.0,84883.0,556.0,81199.0,4240.0,,,True,87759.0,87165.0,594.0,,,,2320.0,,2320.0,2000.0,,,,2720.0,D2,title,Population Bulletin - Weekly 15 April 2011,https://assets.publishing.service.gov.uk/media/5a7c0b5c40f0b63f7572afdf/Population-Bulletin-Weekly-015-April-2011.doc,bulletin_word_2011,,7.0
2011-05-06,84621.0,84094.0,527.0,80490.0,4131.0,,,True,87742.0,87148.0,594.0,,,,3121.0,,3121.0,2000.0,,,,2635.0,D2,title,Population Bulletin - Weekly 06 May 2011,https://assets.publishing.service.gov.uk/media/5a7cd28bed915d63cc65d0a9/prison-poulation-06-may-2011.doc,bulletin_word_2011,,21.0
2011-05-13,84761.0,84194.0,567.0,80653.0,4108.0,,,True,87735.0,87141.0,594.0,,,,2974.0,,2974.0,2000.0,,,,2695.0,D2,title,Population Bulletin - Weekly 13 May 2011,https://assets.publishing.service.gov.uk/media/5a7c3c2aed915d7d70d1d7c9/prison-poulation-13-may-2011.doc,bulletin_word_2011,,7.0
2011-05-20,84928.0,84346.0,582.0,80779.0,4149.0,,,True,87787.0,87153.0,634.0,,,,2859.0,,2859.0,2000.0,,,,2716.0,D2,title,Population Bulletin - Weekly 20 May 2011,https://assets.publishing.service.gov.uk/media/5a7c35d0e5274a1f5cc76879/prison-population-20-may-2011.doc,bulletin_word_2011,,7.0
2011-05-27,85136.0,84529.0,607.0,80964.0,4172.0,,,True,87837.0,87163.0,674.0,,,,2701.0,,2701.0,2000.0,,,,2696.0,D2,title,Population Bulletin - Weekly 27 May 2011,https://assets.publishing.service.gov.uk/media/5a7c57d940f0b62dffde17c4/prison-poulation-27-may-2011.doc,bulletin_word_2011,,7.0
2011-06-03,85106.0,84499.0,622.0,80930.0,4176.0,,,True,87812.0,87138.0,674.0,,,,2706.0,,2706.0,2000.0,,,,2698.0,D2,title,Population Bulletin - Weekly 03 June 2011,https://assets.publishing.service.gov.uk/media/5a7cb1bfe5274a2f304ef85f/prison-poulation-03-june-2011.doc,bulletin_word_2011,,7.0
2011-06-10,85224.0,84593.0,631.0,81055.0,4169.0,,,True,87871.0,87157.0,714.0,,,,2647.0,,2647.0,2000.0,,,,2729.0,D2,title,Population Bulletin - Weekly 10 June 2011,https://assets.publishing.service.gov.uk/media/5a7c62b4ed915d6969f4481c/prison-poulation-10-june-2011.doc,bulletin_word_2011,,7.0
2011-06-17,85345.0,84714.0,652.0,81161.0,4184.0,,,True,87914.0,87160.0,754.0,,,,2569.0,,2569.0,2000.0,,,,2732.0,D2,title,Population Bulletin - Weekly 17 June 2011,https://assets.publishing.service.gov.uk/media/5a7b8797ed915d131105fd76/prison-population-17-june-2011.doc,bulletin_word_2011,,7.0
2011-06-24,85266.0,84635.0,632.0,81103.0,4163.0,,,True,87902.0,87148.0,754.0,,,,2636.0,,2636.0,2000.0,,,,2732.0,D2,title,Population Bulletin - Weekly 24 June 2011,https://assets.publishing.service.gov.uk/media/5a74b36840f0b61df4777c43/prison-population-24-june-2011.doc,bulletin_word_2011,,7.0
2011-07-01,85376.0,84736.0,640.0,81187.0,4189.0,,,True,87955.0,87147.0,808.0,,,,2579.0,,2579.0,2000.0,,,,2751.0,D2,title,Population Bulletin - Weekly 01 July 2011,https://assets.publishing.service.gov.uk/media/5a7b9b36e5274a7202e18420/prison-population-01-july-2011.doc,bulletin_word_2011,,7.0
2011-07-08,85378.0,84739.0,639.0,81185.0,4193.0,,,True,87975.0,87147.0,828.0,,,,2597.0,,2597.0,2000.0,,,,2728.0,D2,title,Population Bulletin - Weekly 08 July 2011,https://assets.publishing.service.gov.uk/media/5a7b9c8340f0b62826a04af4/prison-population-08-july-2011.doc,bulletin_word_2011,,7.0
2011-07-15,85467.0,84813.0,654.0,81249.0,4218.0,,,True,88027.0,87147.0,880.0,,,,2560.0,,2560.0,2000.0,,,,2792.0,D2,title,Population Bulletin - Weekly 15 July 2011,https://assets.publishing.service.gov.uk/media/5a7cc7f7e5274a38e5756b50/prison-populaton-15-july-2011.doc,bulletin_word_2011,,7.0
2011-07-22,85578.0,84934.0,644.0,81382.0,4196.0,,,True,88073.0,87193.0,880.0,,,,2495.0,,2495.0,2000.0,,,,2787.0,D2,title,Population Bulletin - Weekly 22 July 2011,https://assets.publishing.service.gov.uk/media/5a7ce063e5274a2c9a484a81/prison-population-22-07-11.doc,bulletin_word_2011,,7.0
2011-07-29,85543.0,84902.0,641.0,81389.0,4154.0,,,True,88083.0,87203.0,880.0,,,,2540.0,,2540.0,2000.0,,,,2769.0,D2,title,Population Bulletin - Weekly 29 July 2011,https://assets.publishing.service.gov.uk/media/5a7c37f5ed915d7d70d1d5f9/prison-populaton-29-july-2011.doc,bulletin_word_2011,,7.0
2011-08-05,85523.0,84884.0,639.0,81354.0,4169.0,,,True,88039.0,87159.0,880.0,,,,2516.0,,2516.0,2000.0,,,,2769.0,D2,title,Population Bulletin - Weekly 5 August 2011,https://assets.publishing.service.gov.uk/media/5a748599ed915d0e8e398dc0/prison-populaton-5-aug-2011.doc,bulletin_word_2011,,7.0
2011-08-12,85931.0,85324.0,607.0,81738.0,4193.0,,,True,88049.0,87169.0,880.0,,,,2118.0,,2118.0,2000.0,,,,2773.0,D2,title,Population Bulletin - Weekly 12 August 2011,https://assets.publishing.service.gov.uk/media/5a7ba84240f0b645ba3c5bb6/prison-populaton-12-aug-2011.doc,bulletin_word_2011,,7.0
2011-08-19,86654.0,86054.0,600.0,82392.0,4262.0,,,True,88093.0,87209.0,884.0,,,,1439.0,,1439.0,2000.0,,,,2771.0,D2,title,Population Bulletin - Weekly 19 August 2011,https://assets.publishing.service.gov.uk/media/5a74996940f0b616bcb17ca3/prison-population-19-aug-2011.doc,bulletin_word_2011,,7.0
2011-08-26,86821.0,86233.0,588.0,82532.0,4289.0,,,True,88338.0,87454.0,884.0,,,,1517.0,,1517.0,2000.0,,,,2781.0,D2,title,Population Bulletin - Weekly 26 August 2011,https://assets.publishing.service.gov.uk/media/5a7c74fded915d48c240fdb4/prison-population-26-aug-2011.doc,bulletin_word_2011,,7.0
2011-09-02,86710.0,86137.0,573.0,82455.0,4255.0,,,True,88554.0,87670.0,884.0,,,,1844.0,,1844.0,2000.0,,,,2783.0,D2,title,Population Bulletin - Weekly 2 September 2011,https://assets.publishing.service.gov.uk/media/5a7c7340ed915d48c240fd08/prison-population-2-sept-2011.doc,bulletin_word_2011,,7.0
2011-09-09,86842.0,86256.0,586.0,82572.0,4270.0,,,True,88628.0,87744.0,884.0,,,,1786.0,,1786.0,2000.0,,,,2745.0,D2,title,Population Bulletin - Weekly 9 September 2011,https://assets.publishing.service.gov.uk/media/5a7c7e54e5274a2674eab05f/prison-population-9-sept-2011.doc,bulletin_word_2011,,7.0
2011-09-16,87120.0,86492.0,628.0,82876.0,4244.0,,,True,88747.0,88119.0,628.0,,,,1627.0,,1627.0,2000.0,,,,2745.0,D2,title,Population Bulletin - Weekly 16 September 2011,https://assets.publishing.service.gov.uk/media/5a7c202aed915d1c30daab8f/prison-population-16-sept-2011.doc,bulletin_word_2011,,7.0
2011-09-23,87214.0,86596.0,618.0,82961.0,4253.0,,,True,88818.0,88200.0,618.0,,,,1604.0,,1604.0,2000.0,,,,2706.0,D2,title,Population Bulletin - Weekly 23 September 2011,https://assets.publishing.service.gov.uk/media/5a7c6684ed915d6969f449be/prison-population-23-sept-2011.doc,bulletin_word_2011,,7.0
2011-09-30,87501.0,86751.0,750.0,83245.0,4256.0,,,True,88533.0,87783.0,750.0,,,,1032.0,,1032.0,2000.0,,,,2698.0,D2,title,Population Bulletin - Weekly 30 September 2011,https://assets.publishing.service.gov.uk/media/5a7ce7c4e5274a2c9a484d5b/prison-population-30-sept-2011.doc,bulletin_word_2011,,7.0
2011-10-07,87673.0,86916.0,757.0,83430.0,4243.0,,,True,88687.0,87734.0,953.0,,,,1014.0,,1014.0,2000.0,,,,2713.0,D2,title,Population Bulletin - Weekly 7 October 2011,https://assets.publishing.service.gov.uk/media/5a7cd23fe5274a34d8d3324d/prison-population-07-10-11.doc,bulletin_word_2011,,7.0
2011-10-14,87551.0,86751.0,796.0,83346.0,4205.0,,,True,89043.0,87858.0,953.0,,,,1492.0,,1492.0,2000.0,,,,2759.0,D2,title,Population Bulletin - Weekly 14 October 2011,https://assets.publishing.service.gov.uk/media/5a7c035040f0b63f7572acd0/prison-population-14-oct-2011.doc,bulletin_word_2011,,7.0
2011-10-21,87652.0,86837.0,815.0,83430.0,4222.0,,,True,89217.0,88225.0,992.0,,,,1565.0,,1565.0,2000.0,,,,2776.0,D2,title,Population Bulletin - Weekly 21 October 2011,https://assets.publishing.service.gov.uk/media/5a7c0f4ee5274a7202e194b3/prison-population-21-oct-2011.doc,bulletin_word_2011,,7.0
2011-10-28,87573.0,86754.0,819.0,83378.0,4195.0,,,True,89330.0,88338.0,992.0,,,,1757.0,,1757.0,2000.0,,,,2738.0,D2,title,Population Bulletin - Weekly 28 October 2011,https://assets.publishing.service.gov.uk/media/5a7c8a0540f0b62aff6c260f/prison-population-28-oct-2011.doc,bulletin_word_2011,,7.0
2011-11-05,87749.0,86966.0,783.0,83545.0,4204.0,,,True,89405.0,88413.0,992.0,,,,1656.0,,1656.0,2000.0,,,,2760.0,D2,title,Population Bulletin - Weekly 05 November 2011,https://assets.publishing.service.gov.uk/media/5a7c501fe5274a1b00422eac/prison-population-05-11-11.doc,bulletin_word_2011,,8.0
2011-11-11,87945.0,87102.0,843.0,83736.0,4209.0,,,True,89255.0,88263.0,992.0,,,,1310.0,,1310.0,2000.0,,,,2706.0,D2,title,Population Bulletin - Weekly 11 November 2011,https://assets.publishing.service.gov.uk/media/5a7b8abd40f0b62826a04400/prison-population-11-11-11.doc,bulletin_word_2011,,6.0
2011-11-18,88115.0,87241.0,874.0,83907.0,4208.0,,,True,89336.0,88344.0,992.0,,,,1221.0,,1221.0,2000.0,,,,2696.0,D2,title,Population Bulletin - Weekly 18 November 2011,https://assets.publishing.service.gov.uk/media/5a74aa38ed915d7ab83b58bd/prison-population-18-11-11.doc,bulletin_word_2011,,7.0
2011-11-25,88166.0,87348.0,818.0,83941.0,4225.0,,,True,89384.0,88392.0,992.0,,,,1218.0,,1218.0,2000.0,,,,2725.0,D2,title,Population Bulletin - Weekly 25 November 2011,https://assets.publishing.service.gov.uk/media/5a7c663de5274a7ee501ab41/prison-population-25-11-11.doc,bulletin_word_2011,,7.0
2011-12-02,88179.0,87371.0,808.0,83958.0,4221.0,,,True,89311.0,88319.0,992.0,,,,1132.0,,1132.0,2000.0,,,,2762.0,D2,title,Population Bulletin - Weekly 02 December 2011,https://assets.publishing.service.gov.uk/media/5a7cace8ed915d6969f468d4/prison-population-02-12-11.doc,bulletin_word_2011,,7.0
2011-12-09,88070.0,87297.0,773.0,83859.0,4211.0,,,True,89413.0,88421.0,992.0,,,,1343.0,,1343.0,,,,,2773.0,A1,title,Population Bulletin - Weekly 09 December 2011,https://assets.publishing.service.gov.uk/media/5a7c8857e5274a7b7e32111a/prison-population-09-12-11.xls,bulletin,,7.0
2011-12-16,87960.0,87212.0,748.0,83732.0,4228.0,,,True,89482.0,88490.0,992.0,,,,1522.0,,1522.0,,,,,2755.0,A1,title,Population Bulletin - Weekly 16 December 2011,https://assets.publishing.service.gov.uk/media/5a7c49ca40f0b62dffde1189/prison-population-16-12-11.xls,bulletin,,7.0
2011-12-23,87393.0,86719.0,674.0,83230.0,4163.0,,,True,89477.0,88485.0,992.0,,,,2084.0,,2084.0,,,,,2820.0,A1,title,Population Bulletin - Weekly 23 December 2011,https://assets.publishing.service.gov.uk/media/5a7b9252ed915d41476213ea/prison-population-23-12-11.xls,bulletin,,7.0
2011-12-30,86778.0,86131.0,647.0,82688.0,4090.0,,,True,89472.0,88480.0,992.0,,,,2694.0,,2694.0,,,,,2831.0,A1,title,Population Bulletin - Weekly 30 December 2011,https://assets.publishing.service.gov.uk/media/5a7c51f4ed915d3d0e87b95e/prison-population-30-12-11.xls,bulletin,,7.0
2012-01-06,86638.0,86027.0,611.0,82553.0,4085.0,,,True,89503.0,88511.0,992.0,,,,2865.0,,2865.0,,,,,2772.0,A1,title,Population Bulletin - Weekly 06 January 2012,https://assets.publishing.service.gov.uk/media/5a7b91c040f0b645ba3c52ab/prison-population-06-01-12.xls,bulletin,,7.0
2012-01-13,86896.0,86274.0,622.0,82788.0,4108.0,,,True,89463.0,88471.0,992.0,,,,2567.0,,2567.0,,,,,2700.0,A1,title,Population Bulletin - Weekly 13 January 2012,https://assets.publishing.service.gov.uk/media/5a75bce540f0b67b3d5c8d4d/prison-population-13-1-12.xls,bulletin,,7.0
2012-01-20,87261.0,86599.0,662.0,83130.0,4131.0,,,True,89441.0,88449.0,992.0,,,,2180.0,,2180.0,,,,,2681.0,A1,title,Population Bulletin - Weekly 20 January 2012,https://assets.publishing.service.gov.uk/media/5a7cbf79e5274a2f304efd34/prison-population-20-01-12.xls,bulletin,,7.0
2012-01-27,87668.0,86919.0,749.0,83483.0,4185.0,,,True,89399.0,88407.0,992.0,,,,1731.0,,1731.0,,,,,2701.0,A1,title,Population Bulletin - Weekly 27 January 2012,https://assets.publishing.service.gov.uk/media/5a7c940040f0b626628ad0b2/prison-population-27-01-12.xls,bulletin,,7.0
2012-02-03,87844.0,87135.0,709.0,83662.0,4182.0,,,True,89260.0,88392.0,868.0,,,,1416.0,,1416.0,,,,,2702.0,A1,title,Population Bulletin - Weekly 3 February 2012,https://assets.publishing.service.gov.uk/media/5a7baa6d40f0b638d61be25c/prison-population-3-02-12.xls,bulletin,,7.0
2012-02-10,87694.0,87009.0,685.0,83511.0,4183.0,,,True,89256.0,88388.0,868.0,,,,1562.0,,1562.0,,,,,2753.0,A1,title,Population Bulletin - Weekly 10 February 2012,https://assets.publishing.service.gov.uk/media/5a7b7f90e5274a7202e1790a/prison-population-10-02-12.xls,bulletin,,7.0
2012-02-17,87631.0,86870.0,761.0,83441.0,4190.0,,,True,89295.0,88427.0,868.0,,,,1664.0,,1664.0,,,,,2720.0,A1,title,Population Bulletin - Weekly 17 February 2012,https://assets.publishing.service.gov.uk/media/5a7c526540f0b6321db38681/prison-population-17-02-12.xls,bulletin,,7.0
2012-02-24,87583.0,86861.0,722.0,83376.0,4207.0,,,True,89335.0,88467.0,868.0,,,,1752.0,,1752.0,,,,,2780.0,A1,title,Population bulletin - Weekly 24 February 2012,https://assets.publishing.service.gov.uk/media/5a7c238e40f0b645ba3c6ed7/prison-population-24-02-12.xls,bulletin,,7.0
2012-03-02,87787.0,87002.0,785.0,83601.0,4186.0,,,True,89302.0,88434.0,868.0,,,,1515.0,,1515.0,,,,,2785.0,A1,title,Population bulletin - Weekly 2 March 2012,https://assets.publishing.service.gov.uk/media/5a7c6f3a40f0b62aff6c1a4f/prison-population-02-03-12.xls,bulletin,,7.0
2012-03-09,87654.0,86848.0,806.0,83490.0,4164.0,,,True,89359.0,88483.0,876.0,,,,1705.0,,1705.0,,,,,2793.0,A1,title,Population bulletin - Weekly 9 March 2012,https://assets.publishing.service.gov.uk/media/5a7cba1840f0b65b3de0acb6/prison-population-090312.xls,bulletin,,7.0
2012-03-16,87870.0,87054.0,816.0,83695.0,4175.0,,,True,89394.0,88526.0,868.0,,,,1524.0,,1524.0,,,,,2809.0,A1,title,Population Bulletin - Weekly 16 March 2012,https://assets.publishing.service.gov.uk/media/5a7cdb3540f0b65b3de0b93f/prison-population-16-march-2012.xls,bulletin,,7.0
2012-03-23,87760.0,86974.0,786.0,83590.0,4170.0,,,True,89394.0,88526.0,868.0,,,,1634.0,,1634.0,,,,,2863.0,A1,title,Population Bulletin - Weekly 23 March 2012,https://assets.publishing.service.gov.uk/media/5a7c33c640f0b67d0b11f8af/prison-population-230312.xls,bulletin,,7.0
2012-03-30,87868.0,87080.0,788.0,83642.0,4226.0,,,True,89490.0,88622.0,868.0,,,,1622.0,,1622.0,,,,,2852.0,A1,title,Population Bulletin - Weekly 30 March 2012,https://assets.publishing.service.gov.uk/media/5a74b84840f0b619c8659e04/prison-population-300312.xls,bulletin,,7.0
2012-04-13,87433.0,86680.0,753.0,83202.0,4231.0,,,True,89548.0,88680.0,868.0,,,,2115.0,,2115.0,,,,,2782.0,A1,title,Population Bulletin - Weekly 13 April 2012,https://assets.publishing.service.gov.uk/media/5a7cca06e5274a2c9a484209/prison-population-130412.xls,bulletin,,14.0
2012-04-20,87165.0,86429.0,736.0,82911.0,4254.0,,,True,89656.0,88788.0,868.0,,,,2491.0,,2491.0,,,,,2807.0,A1,title,Population Bulletin - Weekly 20 April 2012,https://assets.publishing.service.gov.uk/media/5a7c4617e5274a1b00422a87/prison-population-200412.xls,bulletin,,7.0
2012-04-27,87092.0,86296.0,796.0,82846.0,4246.0,,,True,89751.0,88883.0,868.0,,,,2659.0,,2659.0,,,,,2859.0,A1,title,Population Bulletin - Weekly 27 April 2012,https://assets.publishing.service.gov.uk/media/5a74947ce5274a44083b7d0a/prison-population-270412.xls,bulletin,,7.0
2012-05-04,87336.0,86534.0,802.0,83089.0,4247.0,,,True,89843.0,88975.0,868.0,,,,2507.0,,2507.0,,,,,2871.0,A1,title,Population Bulletin - Weekly 04 May 2012,https://assets.publishing.service.gov.uk/media/5a7cbaade5274a38e5756647/prison-population-040512.xls,bulletin,,7.0
2012-05-11,87212.0,86400.0,812.0,82965.0,4247.0,,,True,89915.0,89047.0,868.0,,,,2703.0,,2703.0,,,,,2865.0,A1,title,Population Bulletin - Weekly 11 May 2012,https://assets.publishing.service.gov.uk/media/5a7ba89de5274a7318b9015d/prison-population-110512.xls,bulletin,,7.0
2012-05-18,87123.0,86308.0,815.0,82916.0,4207.0,,,True,90006.0,89138.0,868.0,,,,2883.0,,2883.0,,,,,2860.0,A1,title,Population Bulletin - Weekly 18 May 2012,https://assets.publishing.service.gov.uk/media/5a7cc4c7e5274a2f304eff46/prison-population-180512.xls,bulletin,,7.0
2012-05-25,86980.0,86182.0,798.0,82746.0,4234.0,,,True,90141.0,89273.0,868.0,,,,3161.0,,3161.0,,,,,2861.0,A1,title,Population Bulletin - Weekly 25 May 2012,https://assets.publishing.service.gov.uk/media/5a7c6ac3e5274a5255bce7fb/prison-population-25-may-2012.xls,bulletin,,7.0
2012-06-01,87028.0,86232.0,796.0,82837.0,4191.0,,,True,90291.0,89423.0,868.0,,,,3263.0,,3263.0,,,,,2831.0,A1,title,Population Bulletin - Weekly 01 June 2012,https://assets.publishing.service.gov.uk/media/5a75a47ced915d506ee80617/prison-population-010612.xls,bulletin,,7.0
2012-06-08,86702.0,85886.0,816.0,82567.0,4135.0,,,True,90236.0,89368.0,868.0,,,,3534.0,,3534.0,,,,,2829.0,A1,title,Population Bulletin - Weekly 08 June 2012,https://assets.publishing.service.gov.uk/media/5a7b9d05ed915d4147621854/prison-population-080612.xls,bulletin,,7.0
2012-06-15,86479.0,85668.0,811.0,82391.0,4088.0,,,True,90275.0,89407.0,868.0,,,,3796.0,,3796.0,,,,,2785.0,A1,title,Population Bulletin - Weekly 15 June 2012,https://assets.publishing.service.gov.uk/media/5a75c105ed915d506ee813a3/prison-population-150612.xls,bulletin,,7.0
2012-06-22,86456.0,85697.0,759.0,82340.0,4116.0,,,True,90310.0,89442.0,868.0,,,,3854.0,,3854.0,,,,,2768.0,A1,title,Population Bulletin - Weekly 22 June 2012,https://assets.publishing.service.gov.uk/media/5a7c6b4fed915d6969f44bab/prison-population-220612.xls,bulletin,,7.0
2012-06-29,86352.0,85617.0,735.0,82213.0,4139.0,,,True,90106.0,89238.0,868.0,,,,3754.0,,3754.0,,,,,2849.0,A1,title,Population Bulletin - Weekly 29 June 2012,https://assets.publishing.service.gov.uk/media/5a7c75cc40f0b62aff6c1d22/prison-population-290612.xls,bulletin,,7.0
2012-07-06,86452.0,85769.0,683.0,82315.0,4137.0,,,True,90179.0,89311.0,868.0,,,,3727.0,,3727.0,,,,,2893.0,A1,title,Population Bulletin - Weekly 06 July 2012,https://assets.publishing.service.gov.uk/media/5a7cbc61e5274a2f304efc3f/prison-population-060712.xls,bulletin,,7.0
2012-07-13,86562.0,85913.0,649.0,82410.0,4152.0,,,True,90246.0,89378.0,868.0,,,,3684.0,,3684.0,,,,,2920.0,A1,title,Population Bulletin - Weekly 13 July 2012,https://assets.publishing.service.gov.uk/media/5a7cd196e5274a2c9a4844cc/prison-population-13-07-12.xls,bulletin,,7.0
2012-07-20,86526.0,85877.0,649.0,82355.0,4171.0,,,True,90295.0,89427.0,868.0,,,,3769.0,,3769.0,,,,,2897.0,A1,title,Population Bulletin - Weekly 20 July 2012,https://assets.publishing.service.gov.uk/media/5a7593d5e5274a545822c986/prison-population-200712.xls,bulletin,,7.0
2012-07-27,86618.0,85942.0,676.0,82451.0,4167.0,,,True,90350.0,89482.0,868.0,,,,3732.0,,3732.0,,,,,2884.0,A1,title,Population Bulletin - Weekly 27 July 2012,https://assets.publishing.service.gov.uk/media/5a7c1e1c40f0b61a825d6905/prison-population-270712.xls,bulletin,,7.0
2012-08-03,86745.0,86017.0,728.0,82580.0,4165.0,,,True,90472.0,89604.0,868.0,,,,3727.0,,3727.0,,,,,2884.0,A1,title,Population Bulletin - Weekly 03 August 2012,https://assets.publishing.service.gov.uk/media/5a7c7390e5274a5590059f4e/prison-population-030812.xls,bulletin,,7.0
2012-08-10,86779.0,86050.0,729.0,82595.0,4184.0,,,True,90574.0,89706.0,868.0,,,,3795.0,,3795.0,,,,,2871.0,A1,title,Population Bulletin - Weekly 10 August 2012,https://assets.publishing.service.gov.uk/media/5a7cd83ce5274a2c9a484759/prison-population-100812.xls,bulletin,,7.0
2012-08-17,86801.0,86037.0,764.0,82669.0,4132.0,,,True,90707.0,89839.0,868.0,,,,3906.0,,3906.0,,,,,2872.0,A1,title,Population Bulletin - Weekly 17 August 2012,https://assets.publishing.service.gov.uk/media/5a7c0098ed915d4147622282/prison-population-170812.xls,bulletin,,7.0
2012-08-24,86841.0,86036.0,805.0,82716.0,4125.0,,,True,90812.0,89944.0,868.0,,,,3971.0,,3971.0,,,,,2852.0,A1,title,Population Bulletin - Weekly 24 August 2012,https://assets.publishing.service.gov.uk/media/5a7b9880ed915d1311060459/prison-population-240812.xls,bulletin,,7.0
2012-08-31,86708.0,85904.0,804.0,82594.0,4114.0,,,True,90897.0,90029.0,868.0,,,,4189.0,,4189.0,,,,,2850.0,A1,title,Population Bulletin - Weekly 31 August 2012,https://assets.publishing.service.gov.uk/media/5a7c220a40f0b645ba3c6e3e/prison-population-310812.xls,bulletin,,7.0
2012-09-07,86656.0,85825.0,831.0,82504.0,4152.0,,,True,90914.0,90046.0,868.0,,,,4258.0,,4258.0,,,,,2795.0,A1,title,Population Bulletin - Weekly 07 September 2012,https://assets.publishing.service.gov.uk/media/5a7c0be540f0b645ba3c65df/prison-population-070912.xls,bulletin,,7.0
