date,prev_date,pop_total,prev_pop,lw_pop_total,pop_lw_diff,uoc_total,prev_uoc,lw_uoc_total,uoc_lw_diff,title
2019-03-15,2019-03-08,82486.0,82477.0,82477.0,0.0,84959.0,84979.0,84979.0,0.0,Population bulletin: weekly 15 March 2019
2019-03-22,2019-03-15,82521.0,82486.0,82486.0,0.0,84951.0,84959.0,84959.0,0.0,Population bulletin: weekly 22 March 2019
2019-03-29,2019-03-22,82643.0,82521.0,82521.0,0.0,84865.0,84951.0,84951.0,0.0,Population bulletin: weekly 29 March 2019
2019-04-05,2019-03-29,82706.0,82643.0,82643.0,0.0,84808.0,84865.0,84865.0,0.0,Population bulletin: weekly 5 April 2019
2019-04-12,2019-04-05,82769.0,82706.0,82706.0,0.0,84756.0,84808.0,84808.0,0.0,Population bulletin: weekly 12 April 2019
2019-05-03,2019-04-26,82649.0,82538.0,82538.0,0.0,84737.0,84756.0,84756.0,0.0,Population bulletin: weekly 3 May 2019
2019-05-10,2019-05-03,82599.0,82649.0,82649.0,0.0,84737.0,84737.0,84737.0,0.0,Population bulletin: weekly 10 May 2019
2019-05-17,2019-05-10,82560.0,82599.0,82599.0,0.0,84784.0,84737.0,84737.0,0.0,Population bulletin: weekly 17 May 2019
2019-05-24,2019-05-17,82707.0,82560.0,82560.0,0.0,84711.0,84784.0,84784.0,0.0,Population bulletin: weekly 24 May 2019
2019-05-31,2019-05-24,82617.0,82707.0,82707.0,0.0,84760.0,84711.0,84711.0,0.0,Population bulletin: weekly 31 May 2019
2019-06-07,2019-05-31,82608.0,82617.0,82617.0,0.0,84824.0,84760.0,84760.0,0.0,Population bulletin: weekly 7 June 2019
2019-06-14,2019-06-07,82700.0,82608.0,82608.0,0.0,84942.0,84824.0,84824.0,0.0,Population bulletin: weekly 14 June 2019
2019-06-21,2019-06-14,82683.0,82700.0,82700.0,0.0,85016.0,84942.0,84942.0,0.0,Population bulletin: weekly 21 June 2019
2019-06-28,2019-06-21,82676.0,82683.0,82683.0,0.0,85056.0,85016.0,85016.0,0.0,Population bulletin: weekly 28 June 2019
2019-07-05,2019-06-28,82819.0,82676.0,82676.0,0.0,85059.0,85056.0,85056.0,0.0,Population bulletin: weekly 5 July 2019
2019-07-12,2019-07-05,82962.0,82819.0,82819.0,0.0,85091.0,85059.0,85059.0,0.0,Population bulletin: weekly 12 July 2019
2019-07-19,2019-07-12,82894.0,82962.0,82962.0,0.0,85111.0,85091.0,85091.0,0.0,Population bulletin: weekly 19 July 2019
2019-07-26,2019-07-19,83042.0,82894.0,82894.0,0.0,85131.0,85111.0,85111.0,0.0,Population bulletin: weekly 26 July 2019
2019-08-02,2019-07-26,83007.0,83042.0,83042.0,0.0,85117.0,85131.0,85131.0,0.0,Population bulletin: weekly 2 August 2019
2019-08-09,2019-08-02,83119.0,83007.0,83007.0,0.0,85165.0,85117.0,85117.0,0.0,Population bulletin: weekly 9 August 2019
2019-08-16,2019-08-09,83136.0,83119.0,83119.0,0.0,85164.0,85165.0,85165.0,0.0,Population bulletin: weekly 16 August 2019
2019-08-23,2019-08-16,83116.0,83136.0,83136.0,0.0,84981.0,85164.0,85164.0,0.0,Population bulletin: weekly 23 August 2019
2019-08-30,2019-08-23,83175.0,83116.0,83116.0,0.0,85064.0,84981.0,84981.0,0.0,Population bulletin: weekly 30 August 2019
2019-09-06,2019-08-30,83327.0,83175.0,83175.0,0.0,85069.0,85064.0,85064.0,0.0,Population bulletin: weekly 6 September 2019
2019-09-13,2019-09-06,83433.0,83327.0,83327.0,0.0,85082.0,85069.0,85069.0,0.0,Population bulletin: weekly 13 September 2019
2019-09-20,2019-09-13,83596.0,83433.0,83433.0,0.0,85088.0,85082.0,85082.0,0.0,Population bulletin: weekly 20 September 2019
2019-09-27,2019-09-20,83766.0,83596.0,83596.0,0.0,84916.0,85088.0,85088.0,0.0,Population bulletin: weekly 27 September 2019
2019-10-04,2019-09-27,83801.0,83766.0,83766.0,0.0,84973.0,84916.0,84916.0,0.0,Population bulletin: weekly 4 October 2019
2019-10-11,2019-10-04,83772.0,83801.0,83801.0,0.0,85040.0,84973.0,84973.0,0.0,Population bulletin: weekly 11 October 2019
2019-10-18,2019-10-11,83787.0,83772.0,83772.0,0.0,85042.0,85040.0,85040.0,0.0,Population bulletin: weekly 18 October 2019
2019-10-25,2019-10-18,83795.0,83787.0,83787.0,0.0,85053.0,85042.0,85042.0,0.0,Population bulletin: weekly 25 October 2019
2019-11-01,2019-10-25,83665.0,83795.0,83795.0,0.0,85151.0,85053.0,85053.0,0.0,Population bulletin: weekly 1 November 2019
2019-11-08,2019-11-01,83617.0,83665.0,83665.0,0.0,85166.0,85151.0,85151.0,0.0,Population bulletin: weekly 8 November 2019
2019-11-15,2019-11-08,83599.0,83617.0,83617.0,0.0,85256.0,85166.0,85166.0,0.0,Population bulletin: weekly 15 November 2019
2019-11-22,2019-11-15,83482.0,83599.0,83599.0,0.0,85347.0,85256.0,85256.0,0.0,Population bulletin: weekly 22 November 2019
2019-11-29,2019-11-22,83516.0,83482.0,83482.0,0.0,85267.0,85347.0,85347.0,0.0,Population bulletin: weekly 29 November 2019
2019-12-06,2019-11-29,83484.0,83516.0,83516.0,0.0,85193.0,85267.0,85267.0,0.0,Population bulletin: weekly 6 December 2019
2019-12-13,2019-12-06,83376.0,83484.0,83484.0,0.0,85187.0,85193.0,85193.0,0.0,Population bulletin: weeky 13 December 2019
2019-12-20,2019-12-13,83353.0,83376.0,83376.0,0.0,85222.0,85187.0,85187.0,0.0,Population bulletin: weeky 20 December 2019
2019-12-27,2019-12-20,83023.0,83353.0,83353.0,0.0,85222.0,85222.0,85222.0,0.0,Population bulletin: weekly 27 December 2019
2020-01-03,2019-12-27,82784.0,83023.0,83023.0,0.0,85188.0,85222.0,85222.0,0.0,Population bulletin: weekly 03 January 2020
2020-01-10,2020-01-03,82954.0,82784.0,82784.0,0.0,84974.0,85188.0,85188.0,0.0,Population bulletin: weekly 10 January 2020
2020-01-17,2020-01-10,83167.0,82954.0,82954.0,0.0,84988.0,84974.0,84974.0,0.0,Population bulletin: weekly 17 January 2020
2020-01-24,2020-01-17,83201.0,83167.0,83167.0,0.0,85004.0,84988.0,84988.0,0.0,Population bulletin: weekly 24 January 2020
2020-01-31,2020-01-24,83329.0,83201.0,83201.0,0.0,85049.0,85004.0,85004.0,0.0,Population bulletin: weekly 31 January 2020
2020-02-07,2020-01-31,83497.0,83329.0,83329.0,0.0,84940.0,85049.0,85049.0,0.0,Population bulletin: weekly 7 February 2020
2020-02-14,2020-02-07,83626.0,83497.0,83497.0,0.0,84937.0,84940.0,84940.0,0.0,Population bulletin: weekly 14 February 2020
2020-02-21,2020-02-14,83695.0,83626.0,83626.0,0.0,84956.0,84937.0,84937.0,0.0,Population bulletin: weekly 21 February 2020
2020-02-28,2020-02-21,83868.0,83695.0,83695.0,0.0,85037.0,84956.0,84956.0,0.0,Population bulletin: weekly 28 February 2020
2020-03-06,2020-02-28,83957.0,83868.0,83868.0,0.0,85280.0,85037.0,85037.0,0.0,Population bulletin: weekly 6 March 2020
2020-03-13,2020-03-06,83917.0,83957.0,83957.0,0.0,85409.0,85280.0,85280.0,0.0,Population bulletin: weekly 13 March 2020
2020-03-20,2020-03-13,83709.0,83917.0,83917.0,0.0,85487.0,85409.0,85409.0,0.0,Population bulletin: weekly 20 March 2020
2020-03-27,2020-03-20,83189.0,83709.0,83709.0,0.0,85583.0,85487.0,85487.0,0.0,Population bulletin: weekly 27 March 2020
2020-04-03,2020-03-27,82589.0,83189.0,83189.0,0.0,85596.0,85583.0,85583.0,0.0,Population bulletin: weekly 3 April 2020
2020-04-24,2020-04-17,81124.0,81454.0,81454.0,0.0,85505.0,85546.0,85546.0,0.0,Population bulletin: weekly 24 April 2020
2020-05-01,2020-04-24,80827.0,81124.0,81124.0,0.0,83872.0,85505.0,85505.0,0.0,Population bulletin: weekly 1 May 2020
2020-05-22,2020-05-15,80180.0,80422.0,80422.0,0.0,82087.0,82254.0,82254.0,0.0,Population bulletin: weekly 22 May 2020
2020-05-29,2020-05-22,80032.0,80180.0,80180.0,0.0,81887.0,82087.0,82087.0,0.0,Population bulletin: weekly 29 May 2020
2020-06-05,2020-05-29,79878.0,80032.0,80032.0,0.0,81766.0,81887.0,81887.0,0.0,Population bulletin: weekly 5 June 2020
2020-06-12,2020-06-05,79713.0,79878.0,79878.0,0.0,81790.0,81766.0,81766.0,0.0,Population bulletin: weekly 12 June 2020
2020-06-19,2020-06-12,79605.0,79713.0,79713.0,0.0,81749.0,81790.0,81790.0,0.0,Population bulletin: weekly 19 June 2020
2020-06-26,2020-06-19,79453.0,79605.0,79605.0,0.0,81749.0,81749.0,81749.0,0.0,Population bulletin: weekly 26 June 2020
2020-07-03,2020-06-26,79522.0,79453.0,79453.0,0.0,81735.0,81749.0,81749.0,0.0,Population bulletin: weekly 3 July 2020
2020-07-10,2020-07-03,79537.0,79522.0,79522.0,0.0,81745.0,81735.0,81735.0,0.0,Population bulletin: weekly 10 July 2020
2020-07-17,2020-07-10,79557.0,79537.0,79537.0,0.0,81737.0,81745.0,81745.0,0.0,Population bulletin: weekly 17 July 2020
2020-07-24,2020-07-17,79620.0,79557.0,79557.0,0.0,81762.0,81737.0,81737.0,0.0,Population bulletin: weekly 24 July 2020
2020-07-31,2020-07-24,79643.0,79620.0,79620.0,0.0,81755.0,81762.0,81762.0,0.0,Population bulletin: weekly 31 July 2020
2020-08-07,2020-07-31,79564.0,79643.0,79643.0,0.0,81701.0,81755.0,81755.0,0.0,Population bulletin: weekly 7 August 2020
2020-08-14,2020-08-07,79531.0,79564.0,79564.0,0.0,81664.0,81701.0,81701.0,0.0,Population bulletin: weekly 14 August 2020
2020-08-21,2020-08-14,79493.0,79531.0,79531.0,0.0,81663.0,81664.0,81664.0,0.0,Population bulletin: weekly 21 August 2020
2020-08-28,2020-08-21,79433.0,79493.0,79493.0,0.0,81643.0,81663.0,81663.0,0.0,Population bulletin: weekly 28 August 2020
2020-09-04,2020-08-28,79285.0,79433.0,79433.0,0.0,81588.0,81643.0,81643.0,0.0,Population bulletin: weekly 4 September 2020
2020-09-11,2020-09-04,79263.0,79285.0,79285.0,0.0,81537.0,81588.0,81588.0,0.0,Population bulletin: weekly 11 September 2020
2020-09-18,2020-09-11,79185.0,79263.0,79263.0,0.0,81511.0,81537.0,81537.0,0.0,Population bulletin: weekly 18 September 2020
2020-09-25,2020-09-18,79263.0,79185.0,79185.0,0.0,81536.0,81511.0,81511.0,0.0,Population bulletin: weekly 25 September 2020
2020-10-02,2020-09-25,79245.0,79263.0,79263.0,0.0,81587.0,81536.0,81536.0,0.0,Population bulletin: weekly 2 October 2020
2020-10-09,2020-10-02,79187.0,79245.0,79245.0,0.0,81556.0,81587.0,81587.0,0.0,Population bulletin: weekly 9 October 2020
2020-10-16,2020-10-09,79175.0,79187.0,79187.0,0.0,81566.0,81556.0,81556.0,0.0,Population bulletin: weekly 16 October 2020
2020-10-23,2020-10-16,79164.0,79175.0,79175.0,0.0,81527.0,81566.0,81566.0,0.0,Population bulletin: weekly 23 October 2020
2020-10-30,2020-10-23,79083.0,79164.0,79164.0,0.0,81541.0,81527.0,81527.0,0.0,Population bulletin: weekly 30 October 2020
2020-11-06,2020-10-30,78988.0,79083.0,79083.0,0.0,81531.0,81541.0,81541.0,0.0,Population bulletin: weekly 6 November 2020
2020-11-13,2020-11-06,78977.0,78988.0,78988.0,0.0,81494.0,81531.0,81531.0,0.0,Population bulletin: weekly 13 November 2020
2020-11-20,2020-11-13,78838.0,78977.0,78977.0,0.0,81377.0,81494.0,81494.0,0.0,Population bulletin: weekly 20 November 2020
2020-11-27,2020-11-20,78832.0,78838.0,78838.0,0.0,81351.0,81377.0,81377.0,0.0,Population bulletin: weekly 27 November 2020
2020-12-04,2020-11-27,78878.0,78832.0,78832.0,0.0,81246.0,81351.0,81351.0,0.0,Population bulletin: weekly 4 December 2020
2020-12-11,2020-12-04,78722.0,78878.0,78878.0,0.0,81276.0,81246.0,81246.0,0.0,Population bulletin: weekly 11 December 2020
2020-12-18,2020-12-11,78700.0,78722.0,78722.0,0.0,81215.0,81276.0,81276.0,0.0,Population bulletin: weekly 18 December 2020
2021-01-15,2021-01-08,78032.0,78029.0,78029.0,0.0,81115.0,81138.0,81138.0,0.0,Population bulletin: weekly 15 January 2021
2021-01-22,2021-01-15,78030.0,78032.0,78032.0,0.0,81070.0,81115.0,81115.0,0.0,Population bulletin: weekly 22 January 2021
2021-01-29,2021-01-22,78065.0,78030.0,78030.0,0.0,81072.0,81070.0,81070.0,0.0,Population bulletin: weekly 29 January 2021
2021-02-05,2021-01-29,78114.0,78065.0,78065.0,0.0,81063.0,81072.0,81072.0,0.0,Population bulletin: weekly 5 February 2021
2021-02-12,2021-02-05,78118.0,78114.0,78114.0,0.0,81058.0,81063.0,81063.0,0.0,Population bulletin: weekly 12 February 2021
2021-02-19,2021-02-12,77992.0,78118.0,78118.0,0.0,81058.0,81058.0,81058.0,0.0,Population bulletin: weekly 19 February 2021
2021-02-26,2021-02-19,78015.0,77992.0,77992.0,0.0,81043.0,81058.0,81058.0,0.0,Population bulletin: weekly 26 February 2021
2021-03-05,2021-02-26,78037.0,78015.0,78015.0,0.0,81021.0,81043.0,81043.0,0.0,Population bulletin: weekly 5 March 2021
2021-03-12,2021-03-05,78044.0,78037.0,78037.0,0.0,80971.0,81021.0,81021.0,0.0,Population bulletin: weekly 12 March 2021
2021-03-19,2021-03-12,78081.0,78044.0,78044.0,0.0,80971.0,80971.0,80971.0,0.0,Population bulletin: weekly 19 March 2021
2021-03-26,2021-03-19,78081.0,78081.0,78081.0,0.0,80869.0,80971.0,80971.0,0.0,Population bulletin: weekly 26 March 2021
2021-04-16,2021-04-09,77761.0,77727.0,77727.0,0.0,80881.0,80877.0,80877.0,0.0,Population bulletin: weekly 16 April 2021
2021-04-23,2021-04-16,77738.0,77761.0,77761.0,0.0,80870.0,80881.0,80881.0,0.0,Population bulletin: weekly 23 April 2021
2021-04-30,2021-04-23,77859.0,77738.0,77738.0,0.0,80817.0,80870.0,80870.0,0.0,Population bulletin: weekly 30 April 2021
2021-05-07,2021-04-30,77773.0,77859.0,77859.0,0.0,80739.0,80817.0,80817.0,0.0,Population bulletin: weekly 7 May 2021
2021-05-14,2021-05-07,77916.0,77773.0,77773.0,0.0,80656.0,80739.0,80739.0,0.0,Population bulletin: weekly 14 May 2021
2021-05-21,2021-05-14,78049.0,77916.0,77916.0,0.0,80689.0,80656.0,80656.0,0.0, Population bulletin: weekly 21 May 2021
2021-05-28,2021-05-21,78104.0,78049.0,78049.0,0.0,80665.0,80689.0,80689.0,0.0,Population bulletin: weekly 28 May 2021
2021-06-04,2021-05-28,78006.0,78104.0,78104.0,0.0,80646.0,80665.0,80665.0,0.0,Population bulletin: weekly 4 June 2021
2021-06-11,2021-06-04,78132.0,78006.0,78006.0,0.0,80638.0,80646.0,80646.0,0.0,Population bulletin: weekly 11 June 2021
2021-06-18,2021-06-11,78172.0,78132.0,78132.0,0.0,81100.0,80638.0,80638.0,0.0,Population bulletin: weekly 18 June 2021
2021-06-25,2021-06-18,78250.0,78172.0,78172.0,0.0,81154.0,81100.0,81100.0,0.0,Population bulletin: weekly 25 June 2021
2021-07-02,2021-06-25,78362.0,78250.0,78250.0,0.0,81109.0,81154.0,81154.0,0.0,Population bulletin: weekly 2 July 2021
2021-07-09,2021-07-02,78489.0,78362.0,78362.0,0.0,81138.0,81109.0,81109.0,0.0,Population bulletin: weekly 9 July 2021
2021-07-16,2021-07-09,78445.0,78489.0,78489.0,0.0,81165.0,81138.0,81138.0,0.0,Population bulletin: weekly 16 July 2021
2021-07-23,2021-07-16,78353.0,78445.0,78445.0,0.0,81142.0,81165.0,81165.0,0.0,Population bulletin: weekly 23 July 2021
2021-07-30,2021-07-23,78488.0,78353.0,78353.0,0.0,80653.0,81142.0,81142.0,0.0,Population bulletin: weekly 30 July 2021
2021-08-06,2021-07-30,78616.0,78488.0,78488.0,0.0,80568.0,80653.0,80653.0,0.0,Population bulletin: weekly 6 August 2021
2021-08-13,2021-08-06,78793.0,78616.0,78616.0,0.0,80590.0,80568.0,80568.0,0.0,Population bulletin: weekly: 13 August 2021
2021-08-20,2021-08-13,78832.0,78793.0,78793.0,0.0,80641.0,80590.0,80590.0,0.0,Population bulletin: weekly 20 August 2021
2021-08-27,2021-08-20,78750.0,78832.0,78832.0,0.0,80641.0,80641.0,80641.0,0.0,Population bulletin: weekly 27 August 2021
2021-09-03,2021-08-27,78711.0,78750.0,78750.0,0.0,80709.0,80641.0,80641.0,0.0,Population bulletin: weekly 3 September 2021
2021-09-10,2021-09-03,78743.0,78711.0,78711.0,0.0,80760.0,80709.0,80709.0,0.0,Population bulletin: weekly 10 September 2021
2021-09-17,2021-09-10,78768.0,78743.0,78743.0,0.0,80748.0,80760.0,80760.0,0.0,Population bulletin: weekly 17 September 2021
2021-09-24,2021-09-17,78830.0,78768.0,78768.0,0.0,80778.0,80748.0,80748.0,0.0,Population bulletin: weekly 24 September 2021
2021-10-01,2021-09-24,78789.0,78830.0,78830.0,0.0,80855.0,80778.0,80778.0,0.0,Population bulletin: weekly 1 October 2021
2021-10-08,2021-10-01,78930.0,78789.0,78789.0,0.0,80933.0,80855.0,80855.0,0.0,Population bulletin: weekly 8 October 2021
2021-10-15,2021-10-08,79033.0,78930.0,78930.0,0.0,80877.0,80933.0,80933.0,0.0,Population bulletin: weekly 15 October 2021
2021-10-22,2021-10-15,79221.0,79033.0,79033.0,0.0,80868.0,80877.0,80877.0,0.0,Population bulletin: weekly 22 October 2021
2021-10-29,2021-10-22,79380.0,79221.0,79221.0,0.0,80852.0,80868.0,80868.0,0.0,Population bulletin: weekly 29 October 2021
2021-11-05,2021-10-29,79284.0,79380.0,79380.0,0.0,80897.0,80852.0,80852.0,0.0,Population bulletin: weekly 5 November 2021
2021-11-12,2021-11-05,79401.0,79284.0,79284.0,0.0,80886.0,80897.0,80897.0,0.0,Population bulletin: weekly 12 November 2021
2021-11-19,2021-11-12,79580.0,79401.0,79401.0,0.0,80912.0,80886.0,80886.0,0.0,Population bulletin: weekly 19 November 2021
2021-11-26,2021-11-19,79685.0,79580.0,79580.0,0.0,80880.0,80912.0,80904.0,-8.0,Population bulletin: weekly 26 November 2021
2021-12-03,2021-11-26,79643.0,79685.0,79685.0,0.0,81128.0,80880.0,80880.0,0.0,Population bulletin: weekly 3 December 2021
2021-12-10,2021-12-03,79545.0,79643.0,79643.0,0.0,81204.0,81128.0,81128.0,0.0,Population bulletin: weekly 10 December 2021
2021-12-17,2021-12-10,79446.0,79545.0,79545.0,0.0,81224.0,81204.0,81204.0,0.0,Population bulletin: weekly 17 December 2021
2021-12-24,2021-12-17,79249.0,79446.0,79446.0,0.0,81195.0,81224.0,81224.0,0.0,Population bulletin: weekly 24 December 2021
2021-12-31,2021-12-24,79092.0,79249.0,79249.0,0.0,81195.0,81195.0,81195.0,0.0,Population bulletin: weekly 31 December 2021
2022-01-07,2021-12-31,79086.0,79092.0,79092.0,0.0,81291.0,81195.0,81195.0,0.0,Population bulletin: weekly 7 January 2022
2022-01-14,2022-01-07,79193.0,79086.0,79086.0,0.0,81216.0,81291.0,81291.0,0.0,Population bulletin: weekly 14 January 2022
2022-01-21,2022-01-14,79303.0,79193.0,79193.0,0.0,81181.0,81216.0,81216.0,0.0,Population bulletin: weekly 21 January 2022
2022-01-28,2022-01-21,79412.0,79303.0,79303.0,0.0,81292.0,81181.0,81181.0,0.0,Population bulletin: weekly 28 January 2022
2022-02-04,2022-01-28,79623.0,79412.0,79412.0,0.0,81374.0,81292.0,81292.0,0.0,Population bulletin: weekly 4 February 2022
2022-02-11,2022-02-04,79765.0,79623.0,79623.0,0.0,81368.0,81374.0,81374.0,0.0,Population bulletin: weekly 11 February 2022
2022-02-18,2022-02-11,79721.0,79765.0,79765.0,0.0,81451.0,81368.0,81368.0,0.0,Population bulletin: weekly 18 February 2022
2022-02-25,2022-02-18,79724.0,79721.0,79721.0,0.0,81537.0,81451.0,81451.0,0.0,Population bulletin: weekly 25 February 2022
2022-03-04,2022-02-25,79715.0,79724.0,79724.0,0.0,81538.0,81537.0,81537.0,0.0,Population bulletin: weekly 4 March 2022
2022-03-11,2022-03-04,79679.0,79715.0,79715.0,0.0,81635.0,81538.0,81538.0,0.0,Population bulletin: weekly 11 March 2022
2022-03-18,2022-03-11,79808.0,79679.0,79679.0,0.0,81680.0,81635.0,81635.0,0.0,Population bulletin: weekly 18 March 2022
2022-03-25,2022-03-18,79744.0,79808.0,79808.0,0.0,81752.0,81680.0,81680.0,0.0,Population bulletin: weekly 25 March 2022
2022-04-01,2022-03-25,79790.0,79744.0,79744.0,0.0,82092.0,81752.0,81752.0,0.0,Population bulletin: weekly 1 April 2022
2022-04-08,2022-04-01,79742.0,79790.0,79790.0,0.0,82204.0,82092.0,82092.0,0.0,Population bulletin: weekly 8 April 2022
2022-04-29,2022-04-22,79729.0,79569.0,79569.0,0.0,82326.0,82313.0,82313.0,0.0,Population bulletin: weekly 29 April 2022
2022-05-06,2022-04-29,79746.0,79729.0,79729.0,0.0,82344.0,82326.0,82326.0,0.0,Population bulletin: weekly 6 May 2022
2022-05-13,2022-05-06,79927.0,79746.0,79746.0,0.0,82386.0,82344.0,82344.0,0.0,Population bulletin: weekly 13 May 2022
2022-05-20,2022-05-13,80030.0,79927.0,79927.0,0.0,82447.0,82386.0,82386.0,0.0,Population bulletin: weekly 20 May 2022
2022-05-27,2022-05-20,80185.0,80030.0,80030.0,0.0,82505.0,82447.0,82447.0,0.0,Population bulletin: weekly 27 May 2022
2022-06-17,2022-06-10,80360.0,80115.0,80115.0,0.0,82685.0,82676.0,82676.0,0.0,Population bulletin: weekly 17 June 2022
2022-06-24,2022-06-17,80476.0,80360.0,80360.0,0.0,82759.0,82685.0,82685.0,0.0,Population bulletin: weekly 24 June 2022
2022-07-01,2022-06-24,80726.0,80476.0,80476.0,0.0,82967.0,82759.0,82759.0,0.0,Population bulletin: weekly 1 July 2022
2022-07-08,2022-07-01,80769.0,80726.0,80726.0,0.0,82960.0,82967.0,82967.0,0.0,Population bulletin: weekly 8 July 2022
2022-07-15,2022-07-08,80819.0,80769.0,80769.0,0.0,82838.0,82960.0,82960.0,0.0,Population bulletin: weekly 15 July 2022
2022-07-22,2022-07-15,80784.0,80819.0,80819.0,0.0,82831.0,82838.0,82838.0,0.0,Population bulletin: weekly 22 July 2022
2022-07-29,2022-07-22,80984.0,80784.0,80784.0,0.0,82899.0,82831.0,82831.0,0.0,Population bulletin: weekly 29 July 2022
2022-08-05,2022-07-29,81051.0,80984.0,80984.0,0.0,82943.0,82899.0,82899.0,0.0,Population bulletin: weekly 5 August 2022
2022-08-12,2022-08-05,81070.0,81051.0,81051.0,0.0,83004.0,82943.0,82943.0,0.0,Population bulletin: weekly 12 August 2022
2022-08-19,2022-08-12,81207.0,81070.0,81070.0,0.0,82999.0,83004.0,83004.0,0.0,Population bulletin: weekly 19 August 2022
2022-08-26,2022-08-19,81274.0,81207.0,81207.0,0.0,83017.0,82999.0,82999.0,0.0,Population bulletin: weekly 26 August 2022
2022-09-02,2022-08-26,81245.0,81274.0,81274.0,0.0,83381.0,83017.0,83017.0,0.0,Population bulletin: weekly 2 September 2022
2022-09-09,2022-09-02,81405.0,81245.0,81245.0,0.0,83482.0,83381.0,83381.0,0.0,Population bulletin: weekly 9 September 2022
2022-09-16,2022-09-09,81462.0,81405.0,81405.0,0.0,83551.0,83482.0,83482.0,0.0,Population bulletin: weekly 16 September 2022
2022-09-23,2022-09-16,81348.0,81462.0,81462.0,0.0,83682.0,83551.0,83551.0,0.0,Population bulletin: weekly 23 September 2022
2022-09-30,2022-09-23,81309.0,81348.0,81348.0,0.0,83723.0,83682.0,83682.0,0.0,Population bulletin: weekly 30 September 2022
2022-10-07,2022-09-30,81423.0,81309.0,81309.0,0.0,83684.0,83723.0,83723.0,0.0,Population bulletin: weekly 7 October 2022
2022-10-14,2022-10-07,81636.0,81423.0,81423.0,0.0,83738.0,83684.0,83684.0,0.0,Population bulletin: weekly 14 October 2022
2022-10-21,2022-10-14,81866.0,81636.0,81636.0,0.0,83695.0,83738.0,83738.0,0.0,Population bulletin: weekly 21 October 2022
2022-10-28,2022-10-21,82063.0,81866.0,81866.0,0.0,83687.0,83695.0,83695.0,0.0,Population bulletin: weekly 28 October 2022
2022-11-04,2022-10-28,82161.0,82063.0,82063.0,0.0,83689.0,83687.0,83687.0,0.0,Population bulletin: weekly 4 November 2022
2022-11-11,2022-11-04,82379.0,82161.0,82161.0,0.0,83807.0,83689.0,83689.0,0.0,Population bulletin: weekly 11 November 2022
2022-11-18,2022-11-11,82691.0,82379.0,82379.0,0.0,83918.0,83807.0,83807.0,0.0,Population bulletin: weekly 18 November 2022
2022-11-25,2022-11-18,82839.0,82691.0,82691.0,0.0,84035.0,83918.0,83918.0,0.0,Population bulletin: weekly 25 November 2022
2022-12-02,2022-11-25,82896.0,82839.0,82839.0,0.0,84148.0,84035.0,84035.0,0.0,Population bulletin: weekly 2 December 2022
2022-12-09,2022-12-02,82832.0,82896.0,82896.0,0.0,84211.0,84148.0,84148.0,0.0,Population bulletin: weekly 9 December 2022
2022-12-16,2022-12-09,82668.0,82832.0,82832.0,0.0,84332.0,84211.0,84211.0,0.0,Population bulletin: weekly 16 December 2022
2022-12-23,2022-12-16,82452.0,82668.0,82668.0,0.0,84385.0,84332.0,84332.0,0.0,Population bulletin: weekly 23 December 2022
2022-12-30,2022-12-23,82176.0,82452.0,82452.0,0.0,84385.0,84385.0,84385.0,0.0,Population bulletin: weekly 30 December 2022
2023-01-06,2022-12-30,82212.0,82176.0,82176.0,0.0,84431.0,84385.0,84385.0,0.0,Population bulletin: weekly 6 January 2023
2023-01-13,2023-01-06,82358.0,82212.0,82212.0,0.0,84430.0,84431.0,84431.0,0.0,Population bulletin: weekly 13 January 2023
2023-01-20,2023-01-13,82538.0,82358.0,82358.0,0.0,84478.0,84430.0,84430.0,0.0,Population bulletin: weekly 20 January 2023
2023-01-27,2023-01-20,82792.0,82538.0,82538.0,0.0,84548.0,84478.0,84478.0,0.0,Population bulletin: weekly 27 January 2023
2023-02-03,2023-01-27,83188.0,82792.0,82792.0,0.0,84607.0,84548.0,84548.0,0.0,Population bulletin: weekly 3 February 2023 
2023-02-10,2023-02-03,83469.0,83188.0,83188.0,0.0,84733.0,84607.0,84607.0,0.0,Population bulletin: weekly 10 February 2023 
2023-02-17,2023-02-10,83687.0,83469.0,83469.0,0.0,84844.0,84733.0,84733.0,0.0,Population bulletin: weekly 17 February 2023
2023-02-24,2023-02-17,83844.0,83687.0,83687.0,0.0,85063.0,84844.0,84844.0,0.0,Population bulletin: weekly 24 February 2023 
2023-03-03,2023-02-24,83990.0,83844.0,83844.0,0.0,85132.0,85063.0,85063.0,0.0,Population bulletin: weekly 3 March 2023 
2023-03-10,2023-03-03,84137.0,83990.0,83990.0,0.0,85215.0,85132.0,85132.0,0.0,Population bulletin: weekly 10 March 2023 
2023-03-17,2023-03-10,84180.0,84137.0,84137.0,0.0,85280.0,85215.0,85215.0,0.0,Population bulletin: weekly 17 March 2023
2023-03-24,2023-03-17,84230.0,84180.0,84180.0,0.0,85354.0,85280.0,85280.0,0.0,Population bulletin: weekly 24 March 2023
2023-03-31,2023-03-24,84372.0,84230.0,84230.0,0.0,85503.0,85354.0,85354.0,0.0,Population bulletin: weekly 31 March 2023
2023-04-21,2023-04-14,84539.0,84436.0,84436.0,0.0,85615.0,85552.0,85552.0,0.0,Population bulletin: weekly 21 April 2023
