date,filled,pop_total,uoc_total,t,margin,gross_cap,headroom,d_cap,d_pop,hr26,d_pop_lag
2018-06-01,False,83254.0,86549.0,386,2000.0,88549.0,3295.0,-99.0,-924.0,1336.0,-1897.0
2018-06-08,False,83154.0,86510.0,387,2000.0,88510.0,3356.0,-142.0,-745.0,1381.0,-2049.0
2018-06-15,False,83064.0,86524.0,388,2000.0,88524.0,3460.0,-97.0,-857.0,1621.0,-1656.0
2018-06-22,False,82989.0,86533.0,389,2000.0,88533.0,3544.0,18.0,-886.0,1825.0,-1392.0
2018-06-29,False,82961.0,86491.0,390,2000.0,88491.0,3530.0,-9.0,-785.0,2326.0,-1000.0
2018-07-06,False,82901.0,86514.0,391,2000.0,88514.0,3613.0,29.0,-716.0,2405.0,-933.0
2018-07-13,False,82822.0,86542.0,392,2000.0,88542.0,3720.0,44.0,-746.0,2266.0,-1078.0
2018-07-20,False,82956.0,86524.0,393,2000.0,88524.0,3568.0,11.0,-664.0,2303.0,-954.0
2018-07-27,False,82967.0,86318.0,394,2000.0,88318.0,3351.0,-203.0,-706.0,2212.0,-864.0
2018-08-03,False,83017.0,86012.0,395,2000.0,88012.0,2995.0,-530.0,-688.0,2251.0,-806.0
2018-08-10,False,83110.0,85968.0,396,2000.0,87968.0,2858.0,-574.0,-424.0,2286.0,-940.0
2018-08-17,False,83165.0,85976.0,397,2000.0,87976.0,2811.0,-536.0,-399.0,2516.0,-691.0
2018-08-24,False,83064.0,85854.0,398,2000.0,87854.0,2790.0,-701.0,-366.0,2553.0,-805.0
2018-08-31,False,83052.0,85743.0,399,2000.0,87743.0,2691.0,-806.0,-202.0,2470.0,-924.0
2018-09-07,False,83123.0,85617.0,400,2000.0,87617.0,2494.0,-893.0,-31.0,2753.0,-745.0
2018-09-14,False,83137.0,85616.0,401,2000.0,87616.0,2479.0,-908.0,73.0,2700.0,-857.0
2018-09-21,False,83157.0,85606.0,402,2000.0,87606.0,2449.0,-927.0,168.0,2640.0,-886.0
2018-09-28,False,83014.0,85453.0,403,2000.0,87453.0,2439.0,-1038.0,53.0,2754.0,-785.0
2018-10-05,False,83186.0,85407.0,404,2000.0,87407.0,2221.0,-1107.0,285.0,2868.0,-716.0
2018-10-12,False,83232.0,85464.0,405,2000.0,87464.0,2232.0,-1078.0,410.0,2930.0,-746.0
2018-10-19,False,83364.0,85488.0,406,2000.0,87488.0,2124.0,-1036.0,408.0,2893.0,-664.0
2018-10-26,False,83309.0,85564.0,407,2000.0,87564.0,2255.0,-754.0,342.0,2848.0,-706.0
2018-11-02,False,83169.0,85336.0,408,2000.0,87336.0,2167.0,-676.0,152.0,2837.0,-688.0
2018-11-09,False,83190.0,85351.0,409,2000.0,87351.0,2161.0,-617.0,80.0,3008.0,-424.0
2018-11-16,False,83163.0,85253.0,410,2000.0,87253.0,2090.0,-723.0,-2.0,2948.0,-399.0
2018-11-23,False,83159.0,85263.0,411,2000.0,87263.0,2104.0,-591.0,95.0,3125.0,-366.0
2018-11-30,False,83146.0,85262.0,412,2000.0,87262.0,2116.0,-481.0,94.0,3295.0,-202.0
2018-12-07,False,83068.0,85236.0,413,2000.0,87236.0,2168.0,-381.0,-55.0,3356.0,-31.0
2018-12-14,False,82964.0,85196.0,414,2000.0,87196.0,2232.0,-420.0,-173.0,3460.0,73.0
2018-12-21,False,82764.0,85200.0,415,2000.0,87200.0,2436.0,-406.0,-393.0,3544.0,168.0
2018-12-28,False,82384.0,85200.0,416,2000.0,87200.0,2816.0,-253.0,-630.0,3530.0,53.0
2019-01-04,False,82202.0,85130.0,417,2000.0,87130.0,2928.0,-277.0,-984.0,3613.0,285.0
2019-01-11,False,82321.0,85121.0,418,2000.0,87121.0,2800.0,-343.0,-911.0,3720.0,410.0
2019-01-18,False,82460.0,85122.0,419,2000.0,87122.0,2662.0,-366.0,-904.0,3568.0,408.0
2019-01-25,False,82472.0,85079.0,420,2000.0,87079.0,2607.0,-485.0,-837.0,3351.0,342.0
2019-02-01,False,82507.0,85000.0,421,2000.0,87000.0,2493.0,-336.0,-662.0,2995.0,152.0
2019-02-08,False,82549.0,84955.0,422,2000.0,86955.0,2406.0,-396.0,-641.0,2858.0,80.0
2019-02-15,False,82567.0,84999.0,423,2000.0,86999.0,2432.0,-254.0,-596.0,2811.0,-2.0
2019-02-22,False,82525.0,85007.0,424,2000.0,87007.0,2482.0,-256.0,-634.0,2790.0,95.0
2019-03-01,False,82543.0,85023.0,425,2000.0,87023.0,2480.0,-239.0,-603.0,2691.0,94.0
2019-03-08,False,82477.0,84979.0,426,2000.0,86979.0,2502.0,-257.0,-591.0,2494.0,-55.0
2019-03-15,False,82486.0,84959.0,427,2000.0,86959.0,2473.0,-237.0,-478.0,2479.0,-173.0
2019-03-22,False,82521.0,84951.0,428,2000.0,86951.0,2430.0,-249.0,-243.0,2449.0,-393.0
2019-03-29,False,82643.0,84865.0,429,2000.0,86865.0,2222.0,-335.0,259.0,2439.0,-630.0
2019-04-05,False,82706.0,84808.0,430,2000.0,86808.0,2102.0,-322.0,504.0,2221.0,-984.0
2019-04-12,False,82769.0,84756.0,431,2000.0,86756.0,1987.0,-365.0,448.0,2232.0,-911.0
2019-04-19,True,82653.5,84756.0,432,2000.0,86756.0,2102.5,-366.0,193.5,2124.0,-904.0
2019-04-26,False,82538.0,84756.0,433,2000.0,86756.0,2218.0,-323.0,66.0,2255.0,-837.0
2019-05-03,False,82649.0,84737.0,434,2000.0,86737.0,2088.0,-263.0,142.0,2167.0,-662.0
2019-05-10,False,82599.0,84737.0,435,2000.0,86737.0,2138.0,-218.0,50.0,2161.0,-641.0
2019-05-17,False,82560.0,84784.0,436,2000.0,86784.0,2224.0,-215.0,-7.0,2090.0,-596.0
2019-05-24,False,82707.0,84711.0,437,2000.0,86711.0,2004.0,-296.0,182.0,2104.0,-634.0
2019-05-31,False,82617.0,84760.0,438,2000.0,86760.0,2143.0,-263.0,74.0,2116.0,-603.0
2019-06-07,False,82608.0,84824.0,439,2000.0,86824.0,2216.0,-155.0,131.0,2168.0,-591.0
2019-06-14,False,82700.0,84942.0,440,2000.0,86942.0,2242.0,-17.0,214.0,2232.0,-478.0
2019-06-21,False,82683.0,85016.0,441,2000.0,87016.0,2333.0,65.0,162.0,2436.0,-243.0
2019-06-28,False,82676.0,85056.0,442,2000.0,87056.0,2380.0,191.0,33.0,2816.0,259.0
2019-07-05,False,82819.0,85059.0,443,2000.0,87059.0,2240.0,251.0,113.0,2928.0,504.0
2019-07-12,False,82962.0,85091.0,444,2000.0,87091.0,2129.0,335.0,193.0,2800.0,448.0
2019-07-19,False,82894.0,85111.0,445,2000.0,87111.0,2217.0,355.0,240.5,2662.0,193.5
2019-07-26,False,83042.0,85131.0,446,2000.0,87131.0,2089.0,375.0,504.0,2607.0,66.0
2019-08-02,False,83007.0,85117.0,447,2000.0,87117.0,2110.0,380.0,358.0,2493.0,142.0
2019-08-09,False,83119.0,85165.0,448,2000.0,87165.0,2046.0,428.0,520.0,2406.0,50.0
2019-08-16,False,83136.0,85164.0,449,2000.0,87164.0,2028.0,380.0,576.0,2432.0,-7.0
2019-08-23,False,83116.0,84981.0,450,2000.0,86981.0,1865.0,270.0,409.0,2482.0,182.0
2019-08-30,False,83175.0,85064.0,451,2000.0,87064.0,1889.0,304.0,558.0,2480.0,74.0
2019-09-06,False,83327.0,85069.0,452,2000.0,87069.0,1742.0,245.0,719.0,2502.0,131.0
2019-09-13,False,83433.0,85082.0,453,2000.0,87082.0,1649.0,140.0,733.0,2473.0,214.0
2019-09-20,False,83596.0,85088.0,454,2000.0,87088.0,1492.0,72.0,913.0,2430.0,162.0
2019-09-27,False,83766.0,84916.0,455,2000.0,86916.0,1150.0,-140.0,1090.0,2222.0,33.0
2019-10-04,False,83801.0,84973.0,456,2000.0,86973.0,1172.0,-86.0,982.0,2102.0,113.0
2019-10-11,False,83772.0,85040.0,457,2000.0,87040.0,1268.0,-51.0,810.0,1987.0,193.0
2019-10-18,False,83787.0,85042.0,458,2000.0,87042.0,1255.0,-69.0,893.0,2102.5,240.5
2019-10-25,False,83795.0,85053.0,459,2000.0,87053.0,1258.0,-78.0,753.0,2218.0,504.0
2019-11-01,False,83665.0,85151.0,460,2000.0,87151.0,1486.0,34.0,658.0,2088.0,358.0
2019-11-08,False,83617.0,85166.0,461,2000.0,87166.0,1549.0,1.0,498.0,2138.0,520.0
2019-11-15,False,83599.0,85256.0,462,2000.0,87256.0,1657.0,92.0,463.0,2224.0,576.0
2019-11-22,False,83482.0,85347.0,463,2000.0,87347.0,1865.0,366.0,366.0,2004.0,409.0
2019-11-29,False,83516.0,85267.0,464,2000.0,87267.0,1751.0,203.0,341.0,2143.0,558.0
2019-12-06,False,83484.0,85193.0,465,2000.0,87193.0,1709.0,124.0,157.0,2216.0,719.0
2019-12-13,False,83376.0,85187.0,466,2000.0,87187.0,1811.0,105.0,-57.0,2242.0,733.0
2019-12-20,False,83353.0,85222.0,467,2000.0,87222.0,1869.0,134.0,-243.0,2333.0,913.0
2019-12-27,False,83023.0,85222.0,468,2000.0,87222.0,2199.0,306.0,-743.0,2380.0,1090.0
2020-01-03,False,82784.0,85188.0,469,2000.0,87188.0,2404.0,215.0,-1017.0,2240.0,982.0
2020-01-10,False,82954.0,84974.0,470,2000.0,86974.0,2020.0,-66.0,-818.0,2129.0,810.0
2020-01-17,False,83167.0,84988.0,471,2000.0,86988.0,1821.0,-54.0,-620.0,2217.0,893.0
2020-01-24,False,83201.0,85004.0,472,2000.0,87004.0,1803.0,-49.0,-594.0,2089.0,753.0
2020-01-31,False,83329.0,85049.0,473,2000.0,87049.0,1720.0,-102.0,-336.0,2110.0,658.0
2020-02-07,False,83497.0,84940.0,474,2000.0,86940.0,1443.0,-226.0,-120.0,2046.0,498.0
2020-02-14,False,83626.0,84937.0,475,2000.0,86937.0,1311.0,-319.0,27.0,2028.0,463.0
2020-02-21,False,83695.0,84956.0,476,2000.0,86956.0,1261.0,-391.0,213.0,1865.0,366.0
2020-02-28,False,83868.0,85037.0,477,2000.0,87037.0,1169.0,-230.0,352.0,1889.0,341.0
2020-03-06,False,83957.0,85280.0,478,2000.0,87280.0,1323.0,87.0,473.0,1742.0,157.0
2020-03-13,False,83917.0,85409.0,479,2000.0,87409.0,1492.0,222.0,541.0,1649.0,-57.0
2020-03-20,False,83709.0,85487.0,480,2000.0,87487.0,1778.0,265.0,356.0,1492.0,-243.0
2020-03-27,False,83189.0,85583.0,481,2000.0,87583.0,2394.0,361.0,166.0,1150.0,-743.0
2020-04-03,False,82589.0,85596.0,482,2000.0,87596.0,3007.0,408.0,-195.0,1172.0,-1017.0
2020-04-10,True,82021.5,85571.0,483,2000.0,87571.0,3549.5,597.0,-932.5,1268.0,-818.0
2020-04-17,False,81454.0,85546.0,484,2000.0,87546.0,4092.0,558.0,-1713.0,1255.0,-620.0
2020-04-24,False,81124.0,85505.0,485,2000.0,87505.0,4381.0,501.0,-2077.0,1258.0,-594.0
2020-05-01,False,80827.0,83872.0,486,3000.0,86872.0,3045.0,-177.0,-2502.0,1486.0,-336.0
2020-05-08,True,80624.5,83063.0,487,3000.0,86063.0,2438.5,-877.0,-2872.5,1549.0,-120.0
2020-05-15,False,80422.0,82254.0,488,3000.0,85254.0,1832.0,-1683.0,-3204.0,1657.0,27.0
2020-05-22,False,80180.0,82087.0,489,3000.0,85087.0,1907.0,-1869.0,-3515.0,1865.0,213.0
2020-05-29,False,80032.0,81887.0,490,3000.0,84887.0,1855.0,-2150.0,-3836.0,1751.0,352.0
2020-06-05,False,79878.0,81766.0,491,3000.0,84766.0,1888.0,-2514.0,-4079.0,1709.0,473.0
2020-06-12,False,79713.0,81790.0,492,3000.0,84790.0,2077.0,-2619.0,-4204.0,1811.0,541.0
2020-06-19,False,79605.0,81749.0,493,3000.0,84749.0,2144.0,-2738.0,-4104.0,1869.0,356.0
2020-06-26,False,79453.0,81749.0,494,3000.0,84749.0,2296.0,-2834.0,-3736.0,2199.0,166.0
2020-07-03,False,79522.0,81735.0,495,3000.0,84735.0,2213.0,-2861.0,-3067.0,2404.0,-195.0
2020-07-10,False,79537.0,81745.0,496,3000.0,84745.0,2208.0,-2826.0,-2484.5,2020.0,-932.5
2020-07-17,False,79557.0,81737.0,497,3000.0,84737.0,2180.0,-2809.0,-1897.0,1821.0,-1713.0
2020-07-24,False,79620.0,81762.0,498,3000.0,84762.0,2142.0,-2743.0,-1504.0,1803.0,-2077.0
2020-07-31,False,79643.0,81755.0,499,3000.0,84755.0,2112.0,-2117.0,-1184.0,1720.0,-2502.0
2020-08-07,False,79564.0,81701.0,500,3000.0,84701.0,2137.0,-1362.0,-1060.5,1443.0,-2872.5
2020-08-14,False,79531.0,81664.0,501,3000.0,84664.0,2133.0,-590.0,-891.0,1311.0,-3204.0
2020-08-21,False,79493.0,81663.0,502,3000.0,84663.0,2170.0,-424.0,-687.0,1261.0,-3515.0
2020-08-28,False,79433.0,81643.0,503,3000.0,84643.0,2210.0,-244.0,-599.0,1169.0,-3836.0
2020-09-04,False,79285.0,81588.0,504,3000.0,84588.0,2303.0,-178.0,-593.0,1323.0,-4079.0
2020-09-11,False,79263.0,81537.0,505,3000.0,84537.0,2274.0,-253.0,-450.0,1492.0,-4204.0
2020-09-18,False,79185.0,81511.0,506,3000.0,84511.0,2326.0,-238.0,-420.0,1778.0,-4104.0
2020-09-25,False,79263.0,81536.0,507,3000.0,84536.0,2273.0,-213.0,-190.0,2394.0,-3736.0
2020-10-02,False,79245.0,81587.0,508,3000.0,84587.0,2342.0,-148.0,-277.0,3007.0,-3067.0
2020-10-09,False,79187.0,81556.0,509,3000.0,84556.0,2369.0,-189.0,-350.0,3549.5,-2484.5
2020-10-16,False,79175.0,81566.0,510,3000.0,84566.0,2391.0,-171.0,-382.0,4092.0,-1897.0
2020-10-23,False,79164.0,81527.0,511,3000.0,84527.0,2363.0,-235.0,-456.0,4381.0,-1504.0
2020-10-30,False,79083.0,81541.0,512,3000.0,84541.0,2458.0,-214.0,-560.0,3045.0,-1184.0
2020-11-06,False,78988.0,81531.0,513,3000.0,84531.0,2543.0,-170.0,-576.0,2438.5,-1060.5
2020-11-13,False,78977.0,81494.0,514,3000.0,84494.0,2517.0,-170.0,-554.0,1832.0,-891.0
2020-11-20,False,78838.0,81377.0,515,3000.0,84377.0,2539.0,-286.0,-655.0,1907.0,-687.0
2020-11-27,False,78832.0,81351.0,516,3000.0,84351.0,2519.0,-292.0,-601.0,1855.0,-599.0
2020-12-04,False,78878.0,81246.0,517,3000.0,84246.0,2368.0,-342.0,-407.0,1888.0,-593.0
2020-12-11,False,78722.0,81276.0,518,3000.0,84276.0,2554.0,-261.0,-541.0,2077.0,-450.0
2020-12-18,False,78700.0,81215.0,519,3000.0,84215.0,2515.0,-296.0,-485.0,2144.0,-420.0
2020-12-25,True,78476.33333333333,81189.33333333333,520,3000.0,84189.33333333333,2713.0,-346.6666666666715,-786.6666666666715,2296.0,-190.0
2021-01-01,True,78252.66666666667,81163.66666666667,521,3000.0,84163.66666666667,2911.0,-423.3333333333285,-992.3333333333285,2213.0,-277.0
2021-01-08,False,78029.0,81138.0,522,3000.0,84138.0,3109.0,-418.0,-1158.0,2208.0,-350.0
2021-01-15,False,78032.0,81115.0,523,3000.0,84115.0,3083.0,-451.0,-1143.0,2180.0,-382.0
2021-01-22,False,78030.0,81070.0,524,3000.0,84070.0,3040.0,-457.0,-1134.0,2142.0,-456.0
2021-01-29,False,78065.0,81072.0,525,3000.0,84072.0,3007.0,-469.0,-1018.0,2112.0,-560.0
2021-02-05,False,78114.0,81063.0,526,3000.0,84063.0,2949.0,-468.0,-874.0,2137.0,-576.0
2021-02-12,False,78118.0,81058.0,527,3000.0,84058.0,2940.0,-436.0,-859.0,2133.0,-554.0
2021-02-19,False,77992.0,81058.0,528,3000.0,84058.0,3066.0,-319.0,-846.0,2170.0,-655.0
2021-02-26,False,78015.0,81043.0,529,3000.0,84043.0,3028.0,-308.0,-817.0,2210.0,-601.0
2021-03-05,False,78037.0,81021.0,530,3000.0,84021.0,2984.0,-225.0,-841.0,2303.0,-407.0
2021-03-12,False,78044.0,80971.0,531,3000.0,83971.0,2927.0,-305.0,-678.0,2274.0,-541.0
2021-03-19,False,78081.0,80971.0,532,3000.0,83971.0,2890.0,-244.0,-619.0,2326.0,-485.0
2021-03-26,False,78081.0,80869.0,533,3000.0,83869.0,2788.0,-320.3333333333285,-395.3333333333285,2273.0,-786.6666666666715
2021-04-02,True,77904.0,80873.0,534,3000.0,83873.0,2969.0,-290.6666666666715,-348.6666666666715,2342.0,-992.3333333333285
2021-04-09,False,77727.0,80877.0,535,3000.0,83877.0,3150.0,-261.0,-302.0,2369.0,-1158.0
2021-04-16,False,77761.0,80881.0,536,3000.0,83881.0,3120.0,-234.0,-271.0,2391.0,-1143.0
2021-04-23,False,77738.0,80870.0,537,3000.0,83870.0,3132.0,-200.0,-292.0,2363.0,-1134.0
2021-04-30,False,77859.0,80817.0,538,3000.0,83817.0,2958.0,-255.0,-206.0,2458.0,-1018.0
2021-05-07,False,77773.0,80739.0,539,3000.0,83739.0,2966.0,-324.0,-341.0,2543.0,-874.0
2021-05-14,False,77916.0,80656.0,540,3000.0,83656.0,2740.0,-402.0,-202.0,2517.0,-859.0
2021-05-21,False,78049.0,80689.0,541,3000.0,83689.0,2640.0,-369.0,57.0,2539.0,-846.0
2021-05-28,False,78104.0,80665.0,542,3000.0,83665.0,2561.0,-378.0,89.0,2519.0,-817.0
2021-06-04,False,78006.0,80646.0,543,3000.0,83646.0,2640.0,-375.0,-31.0,2368.0,-841.0
2021-06-11,False,78132.0,80638.0,544,3000.0,83638.0,2506.0,-333.0,88.0,2554.0,-678.0
2021-06-18,False,78172.0,81100.0,545,3000.0,84100.0,2928.0,129.0,91.0,2515.0,-619.0
2021-06-25,False,78250.0,81154.0,546,3000.0,84154.0,2904.0,285.0,169.0,2713.0,-395.3333333333285
2021-07-02,False,78362.0,81109.0,547,3000.0,84109.0,2747.0,236.0,458.0,2911.0,-348.6666666666715
2021-07-09,False,78489.0,81138.0,548,3000.0,84138.0,2649.0,261.0,762.0,3109.0,-302.0
2021-07-16,False,78445.0,81165.0,549,3000.0,84165.0,2720.0,284.0,684.0,3083.0,-271.0
2021-07-23,False,78353.0,81142.0,550,3000.0,84142.0,2789.0,272.0,615.0,3040.0,-292.0
2021-07-30,False,78488.0,80653.0,551,3000.0,83653.0,2165.0,-164.0,629.0,3007.0,-206.0
2021-08-06,False,78616.0,80568.0,552,3000.0,83568.0,1952.0,-171.0,843.0,2949.0,-341.0
2021-08-13,False,78793.0,80590.0,553,3000.0,83590.0,1797.0,-66.0,877.0,2940.0,-202.0
2021-08-20,False,78832.0,80641.0,554,3000.0,83641.0,1809.0,-48.0,783.0,3066.0,57.0
2021-08-27,False,78750.0,80641.0,555,3000.0,83641.0,1891.0,-24.0,646.0,3028.0,89.0
2021-09-03,False,78711.0,80709.0,556,3000.0,83709.0,1998.0,63.0,705.0,2984.0,-31.0
2021-09-10,False,78743.0,80760.0,557,3000.0,83760.0,2017.0,122.0,611.0,2927.0,88.0
2021-09-17,False,78768.0,80748.0,558,3000.0,83748.0,1980.0,-352.0,596.0,2890.0,91.0
2021-09-24,False,78830.0,80778.0,559,3000.0,83778.0,1948.0,-376.0,580.0,2788.0,169.0
2021-10-01,False,78789.0,80855.0,560,3000.0,83855.0,2066.0,-254.0,427.0,2969.0,458.0
2021-10-08,False,78930.0,80933.0,561,3000.0,83933.0,2003.0,-205.0,441.0,3150.0,762.0
2021-10-15,False,79033.0,80877.0,562,3000.0,83877.0,1844.0,-288.0,588.0,3120.0,684.0
2021-10-22,False,79221.0,80868.0,563,3000.0,83868.0,1647.0,-274.0,868.0,3132.0,615.0
2021-10-29,False,79380.0,80852.0,564,3000.0,83852.0,1472.0,199.0,892.0,2958.0,629.0
2021-11-05,False,79284.0,80897.0,565,3000.0,83897.0,1613.0,329.0,668.0,2966.0,843.0
2021-11-12,False,79401.0,80886.0,566,3000.0,83886.0,1485.0,296.0,608.0,2740.0,877.0
2021-11-19,False,79580.0,80912.0,567,3000.0,83912.0,1332.0,271.0,748.0,2640.0,783.0
2021-11-26,False,79685.0,80880.0,568,3000.0,83880.0,1195.0,239.0,935.0,2561.0,646.0
2021-12-03,False,79643.0,81128.0,569,2750.0,83878.0,1485.0,169.0,932.0,2640.0,705.0
2021-12-10,False,79545.0,81204.0,570,2750.0,83954.0,1659.0,194.0,802.0,2506.0,611.0
2021-12-17,False,79446.0,81224.0,571,2750.0,83974.0,1778.0,226.0,678.0,2928.0,596.0
2021-12-24,False,79249.0,81195.0,572,2750.0,83945.0,1946.0,167.0,419.0,2904.0,580.0
2021-12-31,False,79092.0,81195.0,573,2750.0,83945.0,2103.0,90.0,303.0,2747.0,427.0
2022-01-07,False,79086.0,81291.0,574,2750.0,84041.0,2205.0,108.0,156.0,2649.0,441.0
2022-01-14,False,79193.0,81216.0,575,2750.0,83966.0,2023.0,89.0,160.0,2720.0,588.0
2022-01-21,False,79303.0,81181.0,576,2750.0,83931.0,1878.0,63.0,82.0,2789.0,868.0
2022-01-28,False,79412.0,81292.0,577,2750.0,84042.0,1880.0,190.0,32.0,2165.0,892.0
2022-02-04,False,79623.0,81374.0,578,2750.0,84124.0,1751.0,227.0,339.0,1952.0,668.0
2022-02-11,False,79765.0,81368.0,579,2750.0,84118.0,1603.0,232.0,364.0,1797.0,608.0
2022-02-18,False,79721.0,81451.0,580,2750.0,84201.0,1730.0,289.0,141.0,1809.0,748.0
2022-02-25,False,79724.0,81537.0,581,2750.0,84287.0,1813.0,407.0,39.0,1891.0,935.0
2022-03-04,False,79715.0,81538.0,582,2750.0,84288.0,1823.0,410.0,72.0,1998.0,932.0
2022-03-11,False,79679.0,81635.0,583,2750.0,84385.0,1956.0,431.0,134.0,2017.0,802.0
2022-03-18,False,79808.0,81680.0,584,2750.0,84430.0,1872.0,456.0,362.0,1980.0,678.0
2022-03-25,False,79744.0,81752.0,585,2750.0,84502.0,2008.0,557.0,495.0,1948.0,419.0
2022-04-01,False,79790.0,82092.0,586,2500.0,84592.0,2302.0,647.0,698.0,2066.0,303.0
2022-04-08,False,79742.0,82204.0,587,2500.0,84704.0,2462.0,663.0,656.0,2003.0,156.0
2022-04-15,True,79655.5,82258.5,588,2500.0,84758.5,2603.0,792.5,462.5,1844.0,160.0
2022-04-22,False,79569.0,82313.0,589,2500.0,84813.0,2744.0,882.0,266.0,1647.0,82.0
2022-04-29,False,79729.0,82326.0,590,2500.0,84826.0,2597.0,784.0,317.0,1472.0,32.0
2022-05-06,False,79746.0,82344.0,591,2500.0,84844.0,2598.0,720.0,123.0,1613.0,339.0
2022-05-13,False,79927.0,82386.0,592,2500.0,84886.0,2459.0,768.0,162.0,1485.0,364.0
2022-05-20,False,80030.0,82447.0,593,2500.0,84947.0,2417.0,746.0,309.0,1332.0,141.0
2022-05-27,False,80185.0,82505.0,594,2500.0,85005.0,2320.0,718.0,461.0,1195.0,39.0
2022-06-03,True,80150.0,82590.5,595,2500.0,85090.5,2440.5,802.5,435.0,1485.0,72.0
2022-06-10,False,80115.0,82676.0,596,2500.0,85176.0,2561.0,791.0,436.0,1659.0,134.0
2022-06-17,False,80360.0,82685.0,597,2500.0,85185.0,2325.0,755.0,552.0,1778.0,362.0
2022-06-24,False,80476.0,82759.0,598,2500.0,85259.0,2283.0,757.0,732.0,1946.0,495.0
2022-07-01,False,80726.0,82967.0,599,2250.0,85217.0,2241.0,625.0,936.0,2103.0,698.0
2022-07-08,False,80769.0,82960.0,600,2250.0,85210.0,2191.0,506.0,1027.0,2205.0,656.0
2022-07-15,False,80819.0,82838.0,601,2250.0,85088.0,2019.0,329.5,1163.5,2023.0,462.5
2022-07-22,False,80784.0,82831.0,602,2250.0,85081.0,2047.0,268.0,1215.0,1878.0,266.0
2022-07-29,False,80984.0,82899.0,603,2250.0,85149.0,1915.0,323.0,1255.0,1880.0,317.0
2022-08-05,False,81051.0,82943.0,604,2250.0,85193.0,1892.0,349.0,1305.0,1751.0,123.0
2022-08-12,False,81070.0,83004.0,605,2250.0,85254.0,1934.0,368.0,1143.0,1603.0,162.0
2022-08-19,False,81207.0,82999.0,606,2250.0,85249.0,1792.0,302.0,1177.0,1730.0,309.0
2022-08-26,False,81274.0,83017.0,607,2250.0,85267.0,1743.0,262.0,1089.0,1813.0,461.0
2022-09-02,False,81245.0,83381.0,608,2000.0,85381.0,2136.0,290.5,1095.0,1823.0,435.0
2022-09-09,False,81405.0,83482.0,609,2000.0,85482.0,2077.0,306.0,1290.0,1956.0,436.0
2022-09-16,False,81462.0,83551.0,610,2000.0,85551.0,2089.0,366.0,1102.0,1872.0,552.0
2022-09-23,False,81348.0,83682.0,611,2000.0,85682.0,2334.0,423.0,872.0,2008.0,732.0
2022-09-30,False,81309.0,83723.0,612,2000.0,85723.0,2414.0,506.0,583.0,2302.0,936.0
2022-10-07,False,81423.0,83684.0,613,2000.0,85684.0,2261.0,474.0,654.0,2462.0,1027.0
2022-10-14,False,81636.0,83738.0,614,2000.0,85738.0,2102.0,650.0,817.0,2603.0,1163.5
2022-10-21,False,81866.0,83695.0,615,2000.0,85695.0,1829.0,614.0,1082.0,2744.0,1215.0
2022-10-28,False,82063.0,83687.0,616,2000.0,85687.0,1624.0,538.0,1079.0,2597.0,1255.0
2022-11-04,False,82161.0,83689.0,617,2000.0,85689.0,1528.0,496.0,1110.0,2598.0,1305.0
2022-11-11,False,82379.0,83807.0,618,2000.0,85807.0,1428.0,553.0,1309.0,2459.0,1143.0
2022-11-18,False,82691.0,83918.0,619,2000.0,85918.0,1227.0,669.0,1484.0,2417.0,1177.0
2022-11-25,False,82839.0,84035.0,620,2000.0,86035.0,1196.0,768.0,1565.0,2320.0,1089.0
2022-12-02,False,82896.0,84148.0,621,2000.0,86148.0,1252.0,767.0,1651.0,2440.5,1095.0
2022-12-09,False,82832.0,84211.0,622,2000.0,86211.0,1379.0,729.0,1427.0,2561.0,1290.0
2022-12-16,False,82668.0,84332.0,623,2000.0,86332.0,1664.0,781.0,1206.0,2325.0,1102.0
2022-12-23,False,82452.0,84385.0,624,2000.0,86385.0,1933.0,703.0,1104.0,2283.0,872.0
2022-12-30,False,82176.0,84385.0,625,2000.0,86385.0,2209.0,662.0,867.0,2241.0,583.0
2023-01-06,False,82212.0,84431.0,626,2000.0,86431.0,2219.0,747.0,789.0,2191.0,654.0
2023-01-13,False,82358.0,84430.0,627,2000.0,86430.0,2072.0,692.0,722.0,2019.0,817.0
2023-01-20,False,82538.0,84478.0,628,2000.0,86478.0,1940.0,783.0,672.0,2047.0,1082.0
2023-01-27,False,82792.0,84548.0,629,2000.0,86548.0,1756.0,861.0,729.0,1915.0,1079.0
2023-02-03,False,83188.0,84607.0,630,2000.0,86607.0,1419.0,918.0,1027.0,1892.0,1110.0
2023-02-10,False,83469.0,84733.0,631,2000.0,86733.0,1264.0,926.0,1090.0,1934.0,1309.0
2023-02-17,False,83687.0,84844.0,632,2000.0,86844.0,1157.0,926.0,996.0,1792.0,1484.0
2023-02-24,False,83844.0,85063.0,633,2000.0,87063.0,1219.0,1028.0,1005.0,1743.0,1565.0
2023-03-03,False,83990.0,85132.0,634,1950.0,87082.0,1142.0,934.0,1094.0,2136.0,1651.0
2023-03-10,False,84137.0,85215.0,635,1950.0,87165.0,1078.0,954.0,1305.0,2077.0,1427.0
2023-03-17,False,84180.0,85280.0,636,1950.0,87230.0,1100.0,898.0,1512.0,2089.0,1206.0
2023-03-24,False,84230.0,85354.0,637,1950.0,87304.0,1124.0,919.0,1778.0,2334.0,1104.0
2023-03-31,False,84372.0,85503.0,638,1950.0,87453.0,1131.0,1068.0,2196.0,2414.0,867.0
